nomer;predmet;zakon;organizator;organizator_inn;organizator_kpp;organizator_kontakt;zakazchik;zakazchik_inn;zakazchik_kpp;zakazchik_kontakt;region;cena;data_publikacii;data_okonchaniya;pozicii_s_klyuchom;ssylka;centrobezhnyy_predmet;klyuch;istochnik;data_sbora
32616234115;Поставка химических реактивов и химической посуды;223-ФЗ;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ГОРОДА СЕВАСТОПОЛЯ ""СЕВТЕПЛОЭНЕРГО""";9204004793;920401001;"Кашкин Д. А.; +7 (8692) 404138; teplo_zakupki@sevastopolteplo.ru";"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ГОРОДА СЕВАСТОПОЛЯ ""СЕВТЕПЛОЭНЕРГО""";9204004793;920401001;"+7 (8692) 404138; teplo_zakupki@sevastopolteplo.ru";Севастополь;346520.64;24.07.2026;31.07.2026;"Кастрюля фарфоровая №1 ;; Кастрюля фарфоровая №1";https://www.rts-tender.ru/poisk/id/l32616234115-1/;нет;кастрюля;rts-tender.ru/poisk + Search/LoadPage;2026-07-30
0372200139326000010;Поставка посуды;44-ФЗ;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ДЕТСКИЙ САД № 28 КОМБИНИРОВАННОГО ВИДА ВАСИЛЕОСТРОВСКОГО РАЙОНА САНКТ-ПЕТЕРБУРГА;7801136542;780101001;"Сутормина Ольга Владимировна; 7-812-3506627; vasdou28@yandex.ru";ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ДЕТСКИЙ САД № 28 КОМБИНИРОВАННОГО ВИДА ВАСИЛЕОСТРОВСКОГО РАЙОНА САНКТ-ПЕТЕРБУРГА;7801136542;780101001;;Санкт-Петербург;105061.71;23.07.2026;04.08.2026;"Кастрюля ;; Соответствует запросу “кастрюля”";https://www.rts-tender.ru/poisk/id/l0372200139326000010-1/;нет;кастрюля;rts-tender.ru/poisk + Search/LoadPage;2026-07-30
0367100019326000130;Поставка кухонного инвентаря;44-ФЗ;"ТОБОЛЬСКИЙ РАЙОН ВОДНЫХ ПУТЕЙ И СУДОХОДСТВА-ФИЛИАЛ ФЕДЕРАЛЬНОГО БЮДЖЕТНОГО УЧРЕЖДЕНИЯ ""АДМИНИСТРАЦИЯ ОБЬ-ИРТЫШСКОГО БАССЕЙНА ВНУТРЕННИХ ВОДНЫХ ПУТЕЙ""";5504002648;720602001;;"ТОБОЛЬСКИЙ РАЙОН ВОДНЫХ ПУТЕЙ И СУДОХОДСТВА-ФИЛИАЛ ФЕДЕРАЛЬНОГО БЮДЖЕТНОГО УЧРЕЖДЕНИЯ ""АДМИНИСТРАЦИЯ ОБЬ-ИРТЫШСКОГО БАССЕЙНА ВНУТРЕННИХ ВОДНЫХ ПУТЕЙ""";5504002648;720602001;;Тюменская область;15907.54;23.07.2026;31.07.2026;"Кастрюля ;; Кастрюля";https://www.rts-tender.ru/poisk/id/l0367100019326000130-1/;нет;кастрюля;rts-tender.ru/poisk + Search/LoadPage;2026-07-30
0352200033426000358;Поставка посуды из нержавеющей стали (Реестровый номер 2026.050089);44-ФЗ;"БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ОМСКОЙ ОБЛАСТИ ""ОБЛАСТНАЯ ДЕТСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА""";5504004638;550401001;"Горбунов Олег Юрьевич; 8-3812-533025; odkb-zakupki@yandex.ru";"БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ОМСКОЙ ОБЛАСТИ ""ОБЛАСТНАЯ ДЕТСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА""";5504004638;550401001;;Омская область;18000.00;23.07.2026;31.07.2026;"Кастрюля ;; Кастрюля";https://www.rts-tender.ru/poisk/id/l0352200033426000358-1/;нет;кастрюля;rts-tender.ru/poisk + Search/LoadPage;2026-07-30
0311100016926000117;Поставка лабораторных ТМЦ 2026;44-ФЗ;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""КАЗАНСКИЙ НАЦИОНАЛЬНЫЙ ИССЛЕДОВАТЕЛЬСКИЙ ТЕХНОЛОГИЧЕСКИЙ УНИВЕРСИТЕТ""";1655018804;165501001;;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""КАЗАНСКИЙ НАЦИОНАЛЬНЫЙ ИССЛЕДОВАТЕЛЬСКИЙ ТЕХНОЛОГИЧЕСКИЙ УНИВЕРСИТЕТ""";1655018804;165501001;;Республика Татарстан;1941507.00;22.07.2026;30.07.2026;"Кастрюля фарфоровая №2, 250 мл, с ручкой ;; Кастрюля фарфоровая №3, 500 мл, с ручкой";https://www.rts-tender.ru/poisk/id/l0311100016926000117-1/;нет;кастрюля;rts-tender.ru/poisk + Search/LoadPage;2026-07-30
0342300020526000044;"Поставка хозяйственно-бытовых товаров для нужд Государственного бюджетного учреждения здравоохранения Самарской области ""Тольяттинская стоматологическая поликлиника № 1""";44-ФЗ;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ САМАРСКОЙ ОБЛАСТИ ""ТОЛЬЯТТИНСКАЯ СТОМАТОЛОГИЧЕСКАЯ ПОЛИКЛИНИКА № 1""";6320001572;632101001;;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ САМАРСКОЙ ОБЛАСТИ ""ТОЛЬЯТТИНСКАЯ СТОМАТОЛОГИЧЕСКАЯ ПОЛИКЛИНИКА № 1""";6320001572;632101001;;Самарская область;80724.00;21.07.2026;03.08.2026;"Кастрюля ;; Кастрюля";https://www.rts-tender.ru/poisk/id/l0342300020526000044-1/;нет;кастрюля;rts-tender.ru/poisk + Search/LoadPage;2026-07-30
32615610611;Выполнение строительно-монтажных работ по объекту «Газопровод высокого давления до границы земельного участка по адресу: Московская обл, Шаховской р-н, п. Шаховская, ул.Солнечная, дом 2» в целях выполнения мероприятий по подключению (технологическому присоединению) по договору о подключении от 17.08;223-ФЗ;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""МОСОБЛГАЗ""";5032292612;503201001;;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""МОСОБЛГАЗ""";5032292612;503201001;"+8 (498) 5690146; SayanovOA@krasnogorsk.mosoblgaz.ru";Московская область;411026.93;15.01.2026;29.12.2026;;https://www.rts-tender.ru/poisk/id/l32615610611-1/;нет;центробежный компрессор;rts-tender.ru/poisk + Search/LoadPage;2026-07-30
32414353784;Выполнение работ «Ремонт социально-бытовых помещений Закамской ТЭЦ-5» для нужд Филиала «Пермский» ПАО «Т Плюс» (Закамская ТЭЦ-5) (371/25);223-ФЗ;"Филиал ""Пермский"" Публичного акционерного общества «Т Плюс»";6315376946;590443003;;"Филиал ""Пермский"" Публичного акционерного общества «Т Плюс»";6315376946;590443003;;Пермский край;2016000.00;19.12.2024;10.01.2025;;https://www.rts-tender.ru/poisk/id/l32414353784-1/;нет;центробежный компрессор;rts-tender.ru/poisk + Search/LoadPage;2026-07-30
4543461;Запасные части «Borus BRWJ-3,5»;Коммерческие;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АРТЁМОВСКИЙ РУДНИК""";2466173203;246601001;;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АРТЁМОВСКИЙ РУДНИК""";2466173203;246601001;;Красноярский край;0.00;30.07.2026;06.08.2026;"Компрессор кондиционера Borus G000000764 WJ3,5 ;; Соответствует запросу “компрессор”";https://www.rts-tender.ru/poisk/id/l4543461-4-12-1/;нет;компрессор;rts-tender.ru/poisk + Search/LoadPage;2026-07-30
32616249443;Поставка запасных частей, по заявкам Заказчика, для проведения ремонтных работ фронтальных погрузчиков SDLG (Мусоросортировочный комплекс);223-ФЗ;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РОСТТЕХ""";2465240182;240401001;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РОСТТЕХ""";2465240182;240401001;"79658962028; torg@rosttech.online";Красноярский край;2495944.00;30.07.2026;06.08.2026;"Компрессор WP6G160 SDLG 946 (привод шестерней) 1000714254 ;; Компрессор WP6G160 SDLG 946 (привод шестерней) 1000714254";https://www.rts-tender.ru/poisk/id/l32616249443-1/;нет;компрессор;rts-tender.ru/poisk + Search/LoadPage;2026-07-30
4543417;Приобретение Запасных частей ГТТ;Коммерческие;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ВЫСОЧАЙШИЙ""";3802008553;380201001;;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ВЫСОЧАЙШИЙ""";3802008553;380201001;;Иркутская область;0.00;30.07.2026;10.08.2026;"Компрессор (compressor G) 4649988 ;; Соответствует запросу “компрессор”";https://www.rts-tender.ru/poisk/id/l4543417-4-12-1/;нет;компрессор;rts-tender.ru/poisk + Search/LoadPage;2026-07-30
0128200000126004463;"Оказание услуг по техническому обслуживанию и ремонту легковых автомобилей и легких грузовых автотранспортных средств (оказание услуг по диагностике, техническому обслуживанию и текущему ремонту автомобилей) для ГБУЗ ""Городская больница ЗАТО г. Радужный"" на 2026 г.";44-ФЗ;МИНИСТЕРСТВО ИМУЩЕСТВЕННЫХ И ЗЕМЕЛЬНЫХ ОТНОШЕНИЙ ВЛАДИМИРСКОЙ ОБЛАСТИ;3329013633;332901001;;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ГОРОДСКАЯ БОЛЬНИЦА ЗАТО Г. РАДУЖНЫЙ ВЛАДИМИРСКОЙ ОБЛАСТИ""";3308004571;330801001;;Владимирская область;400000.00;29.07.2026;07.08.2026;"Компрессор кондиционера Лада Vesta,X-Ray (ОАО""АВТОВАЗ"") ;; Компрессор кондиционера УАЗ-Патриот (6РК) бензин SANDEN (UAZ)";https://www.rts-tender.ru/poisk/id/l0128200000126004463-1/;нет;компрессор;rts-tender.ru/poisk + Search/LoadPage;2026-07-30
3983312;Открытый запрос цен в электронной форме на право заключения договора на поставку, установку и наладку безмасляного винтового компрессора с частотным регулированием на объект: «Технопарк, 1 этап»;Коммерческие;НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ФОНД РАЗВИТИЯ ЦЕНТРА РАЗРАБОТКИ И КОММЕРЦИАЛИЗАЦИИ НОВЫХ ТЕХНОЛОГИЙ;7701058410;773101001;;НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ФОНД РАЗВИТИЯ ЦЕНТРА РАЗРАБОТКИ И КОММЕРЦИАЛИЗАЦИИ НОВЫХ ТЕХНОЛОГИЙ;7701058410;773101001;"+7(495)9560033 доб. 2061; SkZakupki@sk.ru";Москва;8506000.00;29.07.2026;06.08.2026;"Поставка, установка и наладка безмасляного винтового компрессора с частотным регулированием ;; Соответствует запросу “компрессор”";https://www.rts-tender.ru/poisk/id/l6000348-4-2-1/;нет;компрессор;rts-tender.ru/poisk + Search/LoadPage;2026-07-30
0330500001226000027;Оказание услуг по диагностике, техническому обслуживанию и ремонту автотранспортного средства;44-ФЗ;"БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ В СФЕРЕ ЗДРАВООХРАНЕНИЯ ВОЛОГОДСКОЙ ОБЛАСТИ ""ФАРМАЦИЯ""";3525481966;352501001;;"БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ В СФЕРЕ ЗДРАВООХРАНЕНИЯ ВОЛОГОДСКОЙ ОБЛАСТИ ""ФАРМАЦИЯ""";3525481966;352501001;;Вологодская область;500000.00;29.07.2026;05.08.2026;"Оказание услуг по замене компрессора кондиционера для транспортного средства Фольксваген 7НС Транспортер ;; Соответствует запросу “компрессор”";https://www.rts-tender.ru/poisk/id/l0330500001226000027-1/;нет;компрессор;rts-tender.ru/poisk + Search/LoadPage;2026-07-30
0829500001126005069;"Оказание услуг по техническому обслуживанию и ремонту медицинского оборудования с заменой запасных частей ГБУЗ ""ВОКПЦ № 2"" в III-IV кварталах 2026 года";44-ФЗ;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР СОПРОВОЖДЕНИЯ ЗАКУПОК ГОСУДАРСТВЕННЫХ УЧРЕЖДЕНИЙ ЗДРАВООХРАНЕНИЯ ВОЛГОГРАДСКОЙ ОБЛАСТИ""";3460088465;346001001;;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ВОЛГОГРАДСКИЙ ОБЛАСТНОЙ КЛИНИЧЕСКИЙ ПЕРИНАТАЛЬНЫЙ ЦЕНТР № 2"", ВОЛГОГРАД";3446036257;344601001;;Волгоградская область;4697094.36;29.07.2026;06.08.2026;"Оказание услуг по техническому обслуживанию Аппарат искусственной вентиляции легких с принадлежностями (для новорожденных от 500г с интегрированным монитором и компрессором) с контуром пациента и увлажнителем (заводской ;; Оказание услуг по техническому обслуживанию Аппарат искусственной вентиляции легких с принадлежностями (для новорожденных от 500г с интегрированным монитором и компрессором) с контуром пациента и увлажнителем (заводской";https://www.rts-tender.ru/poisk/id/l0829500001126005069-1/;нет;компрессор;rts-tender.ru/poisk + Search/LoadPage;2026-07-30
