zakazchik;inn;kpp;predmet;planiruemaya_data_razmeshcheniya;srok_ispolneniya_dogovora;summa;sposob_zakupki;okpd2;data_razmeshcheniya;plan_reg_nomer;nomer_pozicii;klyuch;centrobezhnyy_predmet;priznak_centrobezhnosti;data_v_budushchem;nash_spisok_202;istochnik;ssylka;predmet_bez_proekta;brak
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БАШКИРСКАЯ ГЕНЕРИРУЮЩАЯ КОМПАНИЯ""";0277077282;027801001;Оказание услуг по контролю сроков и качества изготовления оборудования при модернизации турбоагрегата ст. №9 Уфимской ТЭЦ-4 филиала ООО «БГК»;03.2023;04.2024;4 848 429,58 ₽;ЕП;;18.12.2023;2230714100;231;турбоагрегат;нет;;нет;нет;реестр позиций ЕИС;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=8e45badf-1e84-4279-af43-a709c206d879_e2aa89d7-022b-4fbb-9bd2-9ee78a81286e&infoGuid=8e45badf-1e84-4279-af43-a709c206d879;Оказание услуг по контролю сроков и качества изготовления оборудования при модернизации турбоагрегата ст. №9 Уфимской ТЭЦ-4 филиала ООО «БГК»;
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ИНТЕР РАО-ЭЛЕКТРОГЕНЕРАЦИЯ""";7704784450;770401001;Сервисное обслуживание ЭГСР турбоагрегатов ст. №1,2,3,4,5,6 в 2023-2025 гг. для Гусиноозерской ГРЭС (ЭБ №1,2,3,4,5,6);03.2023;01.2024;3 597 238,00 ₽;ЕП;;15.12.2023;2230713387;433;турбоагрегат;нет;;нет;нет;реестр позиций ЕИС;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=f7abe761-2981-4419-a57e-28b15331450b_62288d9c-b273-4ffd-8ff4-aa7a44b19cf4&infoGuid=f7abe761-2981-4419-a57e-28b15331450b;Сервисное обслуживание ЭГСР турбоагрегатов ст. №1,2,3,4,5,6 в 2023-2025 гг. для Гусиноозерской ГРЭС (ЭБ №1,2,3,4,5,6);
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТЕРРИТОРИАЛЬНАЯ ГЕНЕРИРУЮЩАЯ КОМПАНИЯ №11""";5406323202;550301001;Оказание услуг по контролю сроков и качества изготовления оборудования для модернизации турбоагрегата ст.№3 типа Т-175/210-130 СП ТЭЦ-5 АО «ТГК-11»;03.2023;12.2025;15 151 381,10 ₽;ЕП;;07.12.2023;2230710987;78;турбоагрегат;нет;;нет;нет;реестр позиций ЕИС;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=17b9fe45-8468-484e-90b1-7078fe8b4689_90db1d1e-6976-4f9b-aa5d-52e5b7d70c38&infoGuid=17b9fe45-8468-484e-90b1-7078fe8b4689;Оказание услуг по контролю сроков и качества изготовления оборудования для модернизации турбоагрегата ст.№3 типа Т-175/210-130 СП ТЭЦ-5 АО «ТГК-11»;
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТЕРРИТОРИАЛЬНАЯ ГЕНЕРИРУЮЩАЯ КОМПАНИЯ №11""";5406323202;550301001;Контроль сроков и качества изготовления основного оборудования турбоагрегата №6 СП «ТЭЦ-4» АО «ТГК-11»;03.2023;06.2025;12 373 062,06 ₽;ЕП;;07.12.2023;2230710987;75;турбоагрегат;нет;;нет;нет;реестр позиций ЕИС;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=17b9fe45-8468-484e-90b1-7078fe8b4689_ea627bb6-56a2-4f8e-9676-06b531ab77a6&infoGuid=17b9fe45-8468-484e-90b1-7078fe8b4689;Контроль сроков и качества изготовления основного оборудования турбоагрегата №6 СП «ТЭЦ-4» АО «ТГК-11»;
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТЕРРИТОРИАЛЬНАЯ ГЕНЕРИРУЮЩАЯ КОМПАНИЯ №11""";5406323202;550301001;"""Выполнение проектно-изыскательских и строительно-монтажных работ по объектам: «Техническое перевооружение турбоагрегата ст. № 1 с заменой системы автоматизированного контроля вибрации (САКВ) СП «ТЭЦ-5»; «Техническое перевооружение турбоагрегата ст. № 4 с заменой системы автоматизированного контроля вибрации (САКВ) СП «ТЭЦ-5»; «Техническое перевооружение турбоагрегата ст. № 5 с заменой системы автоматизированного контроля вибрации (САКВ) СП «ТЭЦ-5» """;03.2023;10.2024;61 657 760,17 ₽;ЕП;;07.12.2023;2230710987;73;турбоагрегат;нет;;нет;нет;реестр позиций ЕИС;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=17b9fe45-8468-484e-90b1-7078fe8b4689_5b78281d-d0aa-4f84-aa57-f9b15dd62481&infoGuid=17b9fe45-8468-484e-90b1-7078fe8b4689;"""Выполнение проектно-изыскательских и строительно-монтажных работ по объектам: «Техническое перевооружение турбоагрегата ст. № 1 с заменой системы автоматизированного контроля вибрации (САКВ) СП «ТЭЦ-5»; «Техническое перевооружение турбоагрегата ст. № 4 с заменой системы автоматизированного контроля вибрации (САКВ) СП «ТЭЦ-5»; «Техническое перевооружение турбоагрегата ст. № 5 с заменой системы автоматизированного контроля вибрации (САКВ) СП «ТЭЦ-5» """;
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НИЖНЕКАМСКАЯ ТЭЦ""";1651057954;165101001;Ремонт турбоагрегата №2;03.2023;12.2023;12 112 839,60 ₽;ЕП;;22.11.2023;2220640056;104;турбоагрегат;нет;;нет;нет;реестр позиций ЕИС;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=b5c8d562-37e6-4211-9db7-33ccc21e0109_00aae3a7-60fe-4fe4-9138-943e9f8c347b&infoGuid=b5c8d562-37e6-4211-9db7-33ccc21e0109;Ремонт турбоагрегата №2;
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НИЖНЕКАМСКАЯ ТЭЦ""";1651057954;165101001;Капитальной ремонт турбоагрегата ст. № 5;03.2023;12.2023;22 413 542,40 ₽;ЗП;;22.11.2023;2220640056;61;турбоагрегат;нет;;нет;нет;реестр позиций ЕИС;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=b5c8d562-37e6-4211-9db7-33ccc21e0109_58190be3-1308-49d1-99cf-04b561d1f66a&infoGuid=b5c8d562-37e6-4211-9db7-33ccc21e0109;Капитальной ремонт турбоагрегата ст. № 5;
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НИЖНЕКАМСКАЯ ТЭЦ""";1651057954;165101001;Капитальной ремонт турбоагрегата ст. № 6;03.2023;12.2023;9 570 033,72 ₽;ЗП;;22.11.2023;2220640056;62;турбоагрегат;нет;;нет;нет;реестр позиций ЕИС;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=b5c8d562-37e6-4211-9db7-33ccc21e0109_e6488a4a-4710-41ba-a5e5-df636a420c9e&infoGuid=b5c8d562-37e6-4211-9db7-33ccc21e0109;Капитальной ремонт турбоагрегата ст. № 6;
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛУКОЙЛ-КУБАНЬЭНЕРГО""";2312159262;231201001;Комплекс демонтажных и строительно-монтажных работ турбоагрегата (оборудование и трубопроводы) на объекте «Замена оборудования энергоблока №2» Краснодарской ТЭЦ по проекту «Модернизация энергоблоков № 1-3 Краснодарской ТЭЦ в рамках ДПМ-2»;03.2023;03.2024;0,00 ₽;Аккредитация в электронной;;27.06.2023;2220635788;155;турбоагрегат;нет;;нет;нет;реестр позиций ЕИС;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=0e96d312-d96c-4cc2-ad41-9b332c639549_063ab7fc-1dba-4f08-8cac-26246b4fd5c7&infoGuid=0e96d312-d96c-4cc2-ad41-9b332c639549;Комплекс демонтажных и строительно-монтажных работ турбоагрегата (оборудование и трубопроводы) на объекте «Замена оборудования энергоблока №2» Краснодарской ТЭЦ по проекту «Модернизация энергоблоков № 1-3 Краснодарской ТЭЦ;
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТЕРРИТОРИАЛЬНАЯ ГЕНЕРИРУЮЩАЯ КОМПАНИЯ №11""";5406323202;550301001;Оказание услуг по контролю сроков и качества изготовления оборудования для модернизации турбоагрегата ст.№3 типа Т-175/210-130 СП ТЭЦ-5 АО «ТГК-11»;03.2023;12.2025;15 151 381,10 ₽;ЕП;;03.02.2023;2220627085;593;турбоагрегат;нет;;нет;нет;реестр позиций ЕИС;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=8d415564-9766-4e05-90ec-3062c05969ac_4a666873-7486-439d-a597-db3430d1bf69&infoGuid=8d415564-9766-4e05-90ec-3062c05969ac;Оказание услуг по контролю сроков и качества изготовления оборудования для модернизации турбоагрегата ст.№3 типа Т-175/210-130 СП ТЭЦ-5 АО «ТГК-11»;
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТЕРРИТОРИАЛЬНАЯ ГЕНЕРИРУЮЩАЯ КОМПАНИЯ №11""";5406323202;550301001;Выполнение проектно-изыскательских работ по объекту: Техническое перевооружение турбоагрегата ст. № 9 с заменой электрогидравлической системы регулирования СП ТЭЦ-4;03.2023;09.2023;1 063 030,28 ₽;ЗП;;03.02.2023;2220627085;394;турбоагрегат;нет;;нет;нет;реестр позиций ЕИС;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=8d415564-9766-4e05-90ec-3062c05969ac_c20f84da-a44c-45f9-ae08-0e160e7931cb&infoGuid=8d415564-9766-4e05-90ec-3062c05969ac;Выполнение проектно-изыскательских работ по объекту: Техническое перевооружение турбоагрегата ст. № 9 с заменой электрогидравлической системы регулирования СП ТЭЦ-4;
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТЕРРИТОРИАЛЬНАЯ ГЕНЕРИРУЮЩАЯ КОМПАНИЯ №11""";5406323202;550301001;Контроль сроков и качества изготовления основного оборудования турбоагрегата №6 СП «ТЭЦ-4» АО «ТГК-11»;03.2023;06.2025;12 373 062,06 ₽;ЕП;;03.02.2023;2220627085;372;турбоагрегат;нет;;нет;нет;реестр позиций ЕИС;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=8d415564-9766-4e05-90ec-3062c05969ac_16efddcc-5fd5-40e1-945b-926cc9daed81&infoGuid=8d415564-9766-4e05-90ec-3062c05969ac;Контроль сроков и качества изготовления основного оборудования турбоагрегата №6 СП «ТЭЦ-4» АО «ТГК-11»;
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТЕРРИТОРИАЛЬНАЯ ГЕНЕРИРУЮЩАЯ КОМПАНИЯ №11""";5406323202;550301001;"""Выполнение проектно-изыскательских и строительно-монтажных работ по объектам: «Техническое перевооружение турбоагрегата ст. № 1 с заменой системы автоматизированного контроля вибрации (САКВ) СП «ТЭЦ-5»; «Техническое перевооружение турбоагрегата ст. № 4 с заменой системы автоматизированного контроля вибрации (САКВ) СП «ТЭЦ-5»; «Техническое перевооружение турбоагрегата ст. № 5 с заменой системы автоматизированного контроля вибрации (САКВ) СП «ТЭЦ-5» """;03.2023;10.2024;61 657 760,17 ₽;ЕП;;03.02.2023;2220627085;600;турбоагрегат;нет;;нет;нет;реестр позиций ЕИС;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=8d415564-9766-4e05-90ec-3062c05969ac_34d4006e-95b2-473f-8a01-4e5e9883c9ba&infoGuid=8d415564-9766-4e05-90ec-3062c05969ac;"""Выполнение проектно-изыскательских и строительно-монтажных работ по объектам: «Техническое перевооружение турбоагрегата ст. № 1 с заменой системы автоматизированного контроля вибрации (САКВ) СП «ТЭЦ-5»; «Техническое перевооружение турбоагрегата ст. № 4 с заменой системы автоматизированного контроля вибрации (САКВ) СП «ТЭЦ-5»; «Техническое перевооружение турбоагрегата ст. № 5 с заменой системы автоматизированного контроля вибрации (САКВ) СП «ТЭЦ-5» """;
