nazvanie;inn;nazvanie_egrul;kpp;region;okved;status;rukovoditel;dolzhnost;kandidatov;pochemu
ООО «Аква Стар»;4401058132;"ООО ""АКВА СТАР""";440101001;Костромская обл;11.07.11;ACTIVE;Втюрин Евгений Борисович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;5;несколько кандидатов, взят первый
ООО «Газпром трансгаз Санкт- Петербург» ООО «Газпром трансгаз Санкт-Петербург» ООО «Газпром трансгаз Ухта»;;;;;;;;;;кандидатов нет
ООО «Газпром трансгаз Ухта» КС Нюксеница;;;;;;;;;;кандидатов нет
"ООО «Газпром трансгаз Ухта» КС-6 ""Интинская"" СМГ "" Бованенково-Ухта";;;;;;;;;;кандидатов нет
"ООО «Газпром трансгаз Ухта» КС-7 ""Сынинская"" СМГ "" Бованенково-Ухта";;;;;;;;;;кандидатов нет
"ООО «Газпром трансгаз Ухта» КС-8 ""Чикшинская"" СМГ "" Бованенково-Ухта";;;;;;;;;;кандидатов нет
"ООО «Газпром трансгаз Ухта» КС-9 ""Малоперанская"" СМГ "" Бованенково-Ухта";;;;;;;;;;кандидатов нет
"ООО «Газпром трансгаз Ухта» Реконструкция КС ""Грязовец""";;;;;;;;;;кандидатов нет
"ООО «Газпром трансгаз Чайковский» Реконструкция КС ""Вавожская""";;;;;;;;;;кандидатов нет
ООО «ГоГаЗ Радужный»;3328412882;"ООО ""ГОГАЗ РАДУЖНЫЙ""";332801001;Владимирская обл;46.69.9;ACTIVE;Суханов Алексей Владимирович;УПРАВЛЯЮЩИЙ;1;один кандидат
ООО «ДжиИ Рус»;7705574092;"ООО ""ДЖИИ ВЕРНОВА РУС""";770301001;г Москва;62.02.9;ACTIVE;Белошицкая Ольга Александровна;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;4;несколько кандидатов, взят первый
ООО «Донская Нива»;6161004720;"ООО ""ДОНСКАЯ НИВА""";616101001;Ростовская обл;68.20.2;ACTIVE;Титаренко Владимир Александрович;ДИРЕКТОР;5;несколько кандидатов, взят первый
ООО «Паскаль»;7725269347;"ООО ""ПАСКАЛЬ""";772201001;г Москва;74.90.4;ACTIVE;Нехода Вячеслав Владимирович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;5;несколько кандидатов, взят первый
ООО «Промсервис»;5957819445;"ООО ""ПРОМСЕРВИС""";595701001;Пермский край;41.2;ACTIVE;Ратегов Иван Леонидович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;5;несколько кандидатов, взят первый
ООО «Риверс»;7446054221;"ООО ""РИВЕРС""";745601001;Челябинская обл;46.69.9;ACTIVE;Бердигулов Марат Файзуллаевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;5;несколько кандидатов, взят первый
ООО «Сфера»;9729301980;"ООО ""СФЕРА""";772901001;г Москва;68.10.12;ACTIVE;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДОНСТРОЙ""";;5;несколько кандидатов, взят первый
ООО «Техсервис»;3444115785;"ООО ""ТЕХСЕРВИС""";344401001;Волгоградская обл;68.10;ACTIVE;Цуканов Алексей Анатольевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;5;несколько кандидатов, взят первый
ООО «Фудзи Моторс».;7710428072;"ООО ""ФУДЗИ МОТОРС""";773601001;г Москва;45.11.2;ACTIVE;Савицкий Борис Валерьевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;4;несколько кандидатов, взят первый
ООО «Шауэр Агротроник» (уполномоченное изготовителем лицо);;;;;;;;;;кандидатов нет
ООО «Эй-Эйч-Ай-Керриер»;7705865711;"ООО ""ЭЙ-ЭЙЧ-АЙ-КЕРРИЕР""";770901001;г Москва;33.12;ACTIVE;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КЛАССИК""";;1;один кандидат
"ООО Газпром трансгаз Ухта"" АО ""ОДК-ГТ"" КС Грязовецкая";;;;;;;;;;кандидатов нет
"ООО УК ""АВИАСЕРВИС""";;;;;;;;;;кандидатов нет
"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""НАУЧНО-ПРОИЗВОДСТВЕННОЕ ОБЪЕДИНЕНИЕ ПО ИССЛЕДОВАНИЮ И ПРОЕКТИРОВАНИЮ ЭНЕРГЕТИЧЕСКОГО ОБОРУДОВАНИЯ ИМ.И.И. ПОЛЗУНОВА""";7825660956;"ОАО ""НПО ЦКТИ""";784201001;г Санкт-Петербург;72.19.9;ACTIVE;Михайлов Владимир Евгеньевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;1;один кандидат
"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""СОЛИКАМСКИЙ МАГНИЕВЫЙ ЗАВОД""";5919470019;"ОАО ""СМЗ""";591901001;Пермский край;20.13;ACTIVE;Димухамедов Руслан Рафкатович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;1;один кандидат
"Общество с ограниченной ответсвенностью ""Волгодонское Монтажное Управление"" (ООО ""ВдМУ"")";;;;;;;;;;кандидатов нет
"Общество с ограниченной ответственностью ""АВИА МОТОРС РУС""";5029143032;"ООО ""АВИА МОТОРС РУС""";502901001;Московская обл;45.1;LIQUIDATED;Бирюков Денис Олегович;Ликвидатор;1;один кандидат
"Общество с ограниченной ответственностью ""АЛЬСТОМ Атомэнергомаш""";;;;;;;;;;кандидатов нет
"Общество с ограниченной ответственностью ""АРК ГРУПП""";7720871607;"ООО ""АРК-ГРУПП""";772001001;г Москва;41.20;ACTIVE;Макаров Илья Валерьевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;5;несколько кандидатов, взят первый
"Общество с ограниченной ответственностью ""Авиа Ашок Лейланд Рус""";;;;;;;;;;кандидатов нет
"Общество с ограниченной ответственностью ""Арго""";2016003995;"ООО ""АРГО""";201601001;Чеченская Респ;11.07;ACTIVE;Беркханов Лом-Али Хасанович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;5;несколько кандидатов, взят первый
"Общество с ограниченной ответственностью ""БИЗНЕС ПРОФИ""";5258090583;"ООО ЮРИДИЧЕСКИЕ И БУХГАЛТЕРСКИЕ УСЛУГИ ""БИЗНЕС-ПРОФИ""";526201001;Нижегородская обл;69.10;ACTIVE;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ЮРИДИЧЕСКИЕ И БУХГАЛТЕРСКИЕ УСЛУГИ ""БИЗНЕС-ПРОФИ""";;5;несколько кандидатов, взят первый
"Общество с ограниченной ответственностью ""ВАЙСТЕХ ИНЖИНИРИНГ""";5045064821;"ООО ""ВАЙСТЕХ ИНЖИНИРИНГ""";682901001;Тамбовская обл;71.12.12;ACTIVE;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВАЙСТЕХ УПРАВЛЯЮЩАЯ КОМПАНИЯ""";;1;один кандидат
"Общество с ограниченной ответственностью ""ВЕКТОР ТРЕЙД""";5024258015;"ООО ""ВЕКТОР ТРЕЙД""";502401001;Московская обл;45.40;ACTIVE;Комаренко Александр Павлович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;5;несколько кандидатов, взят первый
"Общество с ограниченной ответственностью ""Волгодонское монтажное управление""";6143066681;"ООО ""ВДМУ""";614301001;Ростовская обл;41.20.9;ACTIVE;Емельянов Дмитрий Анатольевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;4;несколько кандидатов, взят первый
"Общество с ограниченной ответственностью ""ГалоПолимер Кирово-Чепецк""";4312126856;"ООО ""ГАЛОПОЛИМЕР КИРОВО-ЧЕПЕЦК""";431201001;Кировская обл;20.13;ACTIVE;Городилова Наталья Юрьевна;ВРЕМЕННО ИСПОЛНЯЮЩИЙ ОБЯЗАННОСТИ ДИРЕКТОРА;2;несколько кандидатов, взят первый
"Общество с ограниченной ответственностью ""ДЕЛЬТА ТРЕЙД""";5039010017;"ООО ""ДЕЛЬТА ТРЕЙД""";503901001;Московская обл;46.46;ACTIVE;Коновалова Валентина Вадимовна;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;5;несколько кандидатов, взят первый
"Общество с ограниченной ответственностью ""ДжиИ Рус""";7705574092;"ООО ""ДЖИИ ВЕРНОВА РУС""";770301001;г Москва;62.02.9;ACTIVE;Белошицкая Ольга Александровна;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;3;несколько кандидатов, взят первый
"Общество с ограниченной ответственностью ""ЕвроСэл""";7701898723;"ООО ""ЕВРОСЭЛ""";504001001;Московская обл;46.69.2;ACTIVE;Малыхина Ольга Сергеевна;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;5;несколько кандидатов, взят первый
"Общество с ограниченной ответственностью ""Интер-Лайн""";7709969824;"ООО ""ИНТЕР-ЛАЙН""";770901001;г Москва;46.90;ACTIVE;Богданов Андрей Владимирович;УПРАВЛЯЮЩИЙ;5;несколько кандидатов, взят первый
"Общество с ограниченной ответственностью ""МАРС"" (ООО ""МАРС"")";5045016560;"ООО ""МАРС""";504501001;Московская обл;10.92;ACTIVE;Базанов Михаил Владимирович;ПРЕЗИДЕНТ;5;несколько кандидатов, взят первый
"Общество с ограниченной ответственностью ""МИЦУБИСИ МОТОРС РУС""";7710698978;"ООО ""МИЦУБИСИ МОТОРС РУС""";402701001;Калужская обл;45.31.1;ACTIVE;Ходзе Синобу;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;1;один кандидат
"Общество с ограниченной ответственностью ""НОРД СЕРВИС""";7813305957;"ООО ""НОРД-ВЕСТ СЕРВИС ИСТЕЙТ""";780401001;г Санкт-Петербург;64.99;ACTIVE;Фетисов Сергей Викторович;Генеральный директор;5;несколько кандидатов, взят первый
"Общество с ограниченной ответственностью ""НОРИЛЬСКНИКЕЛЬРЕМОНТ""";2457061937;"ООО ""НОРИЛЬСКНИКЕЛЬРЕМОНТ""";245701001;Красноярский край;33.12;ACTIVE;Довгаль Виталий Владимирович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;1;один кандидат
"Общество с ограниченной ответственностью ""НижегородТехЦентр""";5257081829;"ООО ""НТЦ""";525801001;Нижегородская обл;46.69.9;ACTIVE;Горелов Игорь Владимирович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;1;один кандидат
"Общество с ограниченной ответственностью ""П-Д Татнефть-Алабуга Стекловолокно""";;;;;;;;;;кандидатов нет
"Общество с ограниченной ответственностью ""ПРИРОДНЫЕ РЕСУРСЫ""";3128047181;"ООО ""ПРИРОДНЫЕ РЕСУРСЫ М""";311901001;Белгородская обл;46.90;ACTIVE;Яньшин Святослав Игоревич;ДИРЕКТОР;5;несколько кандидатов, взят первый
"Общество с ограниченной ответственностью ""Поток""";7452155475;"ООО ""ПОТОК""";745201001;Челябинская обл;41.20;ACTIVE;Тартаковская Екатерина Николаевна;ДИРЕКТОР;5;несколько кандидатов, взят первый
"Общество с ограниченной ответственностью ""РУСГАЗКРИО""";1645030111;"ООО ""РУСГАЗКРИО""";772601001;г Москва;71.12;ACTIVE;Жестков Сергей Вячеславович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;1;один кандидат
"Общество с ограниченной ответственностью ""Райпищекомбинат ""Красноармейский""";2336005590;"ООО РПК ""КРАСНОАРМЕЙСКИЙ""";233601001;Краснодарский край;11.02;LIQUIDATED;Багателия Елена Ивановна;КОНКУРСНЫЙ УПРАВЛЯЮЩИЙ;1;один кандидат
"Общество с ограниченной ответственностью ""СЛАНЦЫ""";5036074848;"ООО ""ХАЙДЕЛЬБЕРГЦЕМЕНТ РУС""";470701001;Ленинградская обл;23.51;ACTIVE;Хаджийски Антон Николаев;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;5;несколько кандидатов, взят первый
"Общество с ограниченной ответственностью ""Сервис и модернизация инженерных систем""";7718312129;"ООО ""СМИС""";771801001;г Москва;43.22;ACTIVE;Филатов Борис Николаевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;1;один кандидат
"Общество с ограниченной ответственностью ""Серебрянский цементный завод""";6208007944;"ООО ""СЕРЕБРЯНСКИЙ ЦЕМЕНТНЫЙ ЗАВОД""";620801001;Рязанская обл;23.51;ACTIVE;Батыжев Денис Заурбекович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;1;один кандидат
"Общество с ограниченной ответственностью ""СибТоргСервис""";8603135203;"ООО ""СИБТОРГСЕРВИС""";860301001;Ханты-Мансийский Автономный округ - Югра;47.11;ACTIVE;Давлетмерзаева Таиса Абумуслимовна;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;5;несколько кандидатов, взят первый
"Общество с ограниченной ответственностью ""СпецТорг""";9705233522;"ООО ""СПЕЦТОРГ""";770501001;г Москва;46.72;ACTIVE;Скороспешев Денис Игоревич;ДИРЕКТОР;5;несколько кандидатов, взят первый
"Общество с ограниченной ответственностью ""ТУРБИННЫЕ ТЕХНОЛОГИИ ААЭМ""";5036083578;"ООО ""ААЭМ""";503601001;Московская обл;46.69.9;ACTIVE;Черепанов Александр Андреевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;1;один кандидат
"Общество с ограниченной ответственностью ""Турбинные технологии ААЭМ""";5036083578;"ООО ""ААЭМ""";503601001;Московская обл;46.69.9;ACTIVE;Черепанов Александр Андреевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;1;один кандидат
"Общество с ограниченной ответственностью ""УЛЬТРАХЕМ""";4024017508;"ООО ""УЛЬТРАХЕМ""";402401001;Калужская обл;20.16;ACTIVE;Курбаншо Ардашер Ермамедович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;2;несколько кандидатов, взят первый
