nazvanie;inn;nazvanie_egrul;kpp;region;okved;status;rukovoditel;dolzhnost;kandidatov;pochemu
УПРАВЛЕНИЕ ГОСУДАРСТВЕННЫХ ЗАКУПОК ТЮМЕНСКОЙ ОБЛАСТИ;7202203221;УПРАВЛЕНИЕ ГОСУДАРСТВЕННЫХ ЗАКУПОК ТЮМЕНСКОЙ ОБЛАСТИ;720301001;Тюменская обл;84.11.21;ACTIVE;Панков Сергей Николаевич;НАЧАЛЬНИК УПРАВЛЕНИЯ;1;один кандидат
Министерство экономического развития, промышленной политики и торговли Оренбургской области;;;;;;;;;;кандидатов нет
ГЛАВНОЕ УПРАВЛЕНИЕ МИНИСТЕРСТВА РОССИЙСКОЙ ФЕДЕРАЦИИ ПО ДЕЛАМ ГРАЖДАНСКОЙ ОБОРОНЫ, ЧРЕЗВЫЧАЙНЫМ СИТУАЦИЯМ И ЛИКВИДАЦИИ ПОСЛЕДСТВИЙ СТИХИЙНЫХ БЕДСТВИЙ ПО ВОЛГОГР;3444118546;ГЛАВНОЕ УПРАВЛЕНИЕ МЧС РОССИИ ПО ВОЛГОГРАДСКОЙ ОБЛАСТИ;344401001;Волгоградская обл;84.25.9;ACTIVE;Павленко Иван Юрьевич;НАЧАЛЬНИК ГЛАВНОГО УПРАВЛЕНИЯ МЧС РОССИИ ПО ВОЛГОГРАДСКОЙ ОБЛАСТИ;1;один кандидат
"АО ""ПСЗ ""ЯНТАРЬ""";3900000111;"АО ""ПСЗ ""ЯНТАРЬ""";390601001;Калининградская обл;30.11;ACTIVE;Самарин Илья Сергеевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;1;один кандидат
Министерство конкурентной политики и тарифов Калужской области;;;;;;;;;;кандидатов нет
"АО ""СЗФ""";6632001031;"АО ""СЗФ""";668001001;Свердловская обл;24.10.12;ACTIVE;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЧЕЛЯБИНСКИЙ ЭЛЕКТРОМЕТАЛЛУРГИЧЕСКИЙ КОМБИНАТ""";;3;несколько кандидатов, взят первый
"АО""Далур""";4506004751;"АО ""ДАЛУР""";450601001;Курганская обл;07.21.11;ACTIVE;Ежуров Динис Олегович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;1;один кандидат
КОМИТЕТ ГОСУДАРСТВЕННОГО ЗАКАЗА ТВЕРСКОЙ ОБЛАСТИ;6950233646;КОМИТЕТ ГОСУДАРСТВЕННОГО ЗАКАЗА ТВЕРСКОЙ ОБЛАСТИ;695001001;Тверская обл;84.11.21;ACTIVE;Корнилов Максим Алексеевич;ВРЕМЕННО ИСПОЛНЯЮЩИЙ ОБЯЗАННОСТИ ПРЕДСЕДАТЕЛЯ КОМИТЕТА ГОСУДАРСТВЕННОГО ЗАКАЗА ТВЕРСКОЙ ОБЛАСТИ;1;один кандидат
"СПБ ГКУ ""УПРАВЛЕНИЕ ЗАКАЗЧИКА""";7840014918;"СПБ ГКУ ""УПРАВЛЕНИЕ ЗАКАЗЧИКА""";781101001;г Санкт-Петербург;84.11.11;ACTIVE;Будолак Дмитрий Сергеевич;ДИРЕКТОР;1;один кандидат
"ФЕДЕРАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""АДМИНИСТРАЦИЯ АЗОВО-ДОНСКОГО БАССЕЙНА ВНУТРЕННИХ ВОДНЫХ ПУТЕЙ""";6164059445;"ФБУ ""АЗОВО-ДОНСКАЯ БАССЕЙНОВАЯ АДМИНИСТРАЦИЯ""";616401001;Ростовская обл;52.22.29;ACTIVE;Лаврищев Андрей Евгеньевич;РУКОВОДИТЕЛЬ;1;один кандидат
"АО ""ЦС ""ЗВЕЗДОЧКА""";2902060361;"АО ""ЦС ""ЗВЕЗДОЧКА""";290201001;Архангельская обл;30.11;ACTIVE;Маричев Сергей Юрьевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;4;несколько кандидатов, взят первый
КОМИТЕТ ГОСУДАРСТВЕННОГО ЗАКАЗА ВОЛОГОДСКОЙ ОБЛАСТИ;;;;;;;;;;кандидатов нет
"ООО ""Современные технологии""";7710566869;"ООО ""ИНВЕСТСОВТЕХ""";773501001;г Москва;68.20.1;ACTIVE;Морозов Роман Александрович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;5;несколько кандидатов, взят первый
"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УРАЛЬСКОЕ ОКРУЖНОЕ УПРАВЛЕНИЕ МАТЕРИАЛЬНО-ТЕХНИЧЕСКОГО СНАБЖЕНИЯ МИНИСТЕРСТВА ВНУТРЕННИХ ДЕЛ РОССИЙСКОЙ ФЕДЕРАЦИИ""";6661014645;"ФКУ ""УОУМТС МВД РОССИИ""";667101001;Свердловская обл;84.24;ACTIVE;Иванов Валерий Вячеславович;ВРЕМЕННО ИСПОЛНЯЮЩИЙ ОБЯЗАННОСТИ НАЧАЛЬНИКА;1;один кандидат
АО КБХА;3665046177;АО КБХА;366501001;Воронежская обл;30.30.13;ACTIVE;Печагин Александр Петрович;ДИРЕКТОР;1;один кандидат
"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР ЗАКУПОК И БУХГАЛТЕРСКОГО УЧЕТА КУРГАНСКОЙ ОБЛАСТИ""";4501214152;"ГКУ ""ЦЗБУ КО""";450101001;Курганская обл;69.20.2;ACTIVE;Иконникова Марина Валерьевна;ДИРЕКТОР;1;один кандидат
"ВЫТЕГОРСКИЙ РАЙОН ГИДРОСООРУЖЕНИЙ И СУДОХОДСТВА - ФИЛИАЛ ФБУ ""АДМИНИСТРАЦИЯ ВОЛГО-БАЛТИЙСКОГО БАССЕЙНА ВНУТРЕННИХ ВОДНЫХ ПУТЕЙ""";7812024833;"ВЫТЕГОРСКИЙ РАЙОН ГИДРОСООРУЖЕНИЙ И СУДОХОДСТВА - ФИЛИАЛ ФБУ ""АДМИНИСТРАЦИЯ ВОЛГО-БАЛТИЙСКОГО БАССЕЙНА ВНУТРЕННИХ ВОДНЫХ ПУТЕЙ""";350802001;Вологодская обл;;ACTIVE;;;1;один кандидат
"ФГБНУ ""НЦЗ ИМ. П.П. ЛУКЬЯНЕНКО""";2311014916;"ФГБНУ ""НЦЗ ИМ. П.П. ЛУКЬЯНЕНКО""";231101001;Краснодарский край;72.19;ACTIVE;Кривошлыков Константин Михайлович;ВРЕМЕННО ИСПОЛНЯЮЩИЙ ОБЯЗАННОСТИ ДИРЕКТОРА;1;"отсеяно спутников: 1; один кандидат"
"ООО ""СМУ № 1""";5260234539;"ООО ""СМУ № 1""";771501001;г Москва;42.22.3;ACTIVE;Жабин Сергей Васильевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;5;несколько кандидатов, взят первый
"АО ""ВНИИНМ""";7734598490;"АО ""ВНИИНМ""";773401001;г Москва;72.19.11;ACTIVE;Карпюк Леонид Александрович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;1;один кандидат
"ФИЛИАЛ АО ""КОНЦЕРН РОСЭНЕРГОАТОМ"" ""КОЛЬСКАЯ АТОМНАЯ СТАНЦИЯ""";7721632827;"ФИЛИАЛ АО ""КОНЦЕРН РОСЭНЕРГОАТОМ"" ""КОЛЬСКАЯ АТОМНАЯ СТАНЦИЯ""";511743001;Мурманская обл;;ACTIVE;;;1;один кандидат
"АО""СМАЗ""";6729001476;"АО ""СМАЗ""";672901001;Смоленская обл;25.40;ACTIVE;Дацко Сергей Александрович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;2;несколько кандидатов, взят первый
департамент государственного заказа Ямало-Ненецкого автономного округа;8901017607;ДЕПАРТАМЕНТ ГОСЗАКАЗА ЯНАО;890101001;Ямало-Ненецкий АО;84.11.21;ACTIVE;Жирнель Евгений Викторович;ДИРЕКТОР;1;один кандидат
"ГУП ""БАШАВТОТРАНС"" РБ";0260012329;"ППО ДАТП - ФИЛИАЛА ГУП ""БАШАВТОТРАНС"" РБ";026001001;Респ Башкортостан;94.20;ACTIVE;Хазеева Гульнара Ринатовна;ПРЕДСЕДАТЕЛЬ ПЕРВИЧНОЙ ПРОФСОЮЗНОЙ ОРГАНИЗАЦИИ;5;несколько кандидатов, взят первый
"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ ПРЕДПРИЯТИЕ ""ЗАВОД ИМЕНИ Я.М.СВЕРДЛОВА""";5249002485;"ФКП ""ЗАВОД ИМЕНИ Я.М.СВЕРДЛОВА""";524901001;Нижегородская обл;20.51;ACTIVE;Гиниятов Наиль Халилович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;1;один кандидат
"АО ""САХАТРАНСНЕФТЕГАЗ""";1435142972;"АО ""САХАТРАНСНЕФТЕГАЗ""";143501001;Респ Саха (Якутия);35.22;ACTIVE;Колодезников Алексей Засимович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;1;один кандидат
"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ПЕРМСКОГО КРАЯ ""КРАЕВАЯ ДЕТСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА""";5905061070;"ГБУЗ ПК ""КДКБ""";590501001;Пермский край;86.10;ACTIVE;Антонов Дмитрий Валерьевич;ГЛАВНЫЙ ВРАЧ;3;несколько кандидатов, взят первый
ГОСУДАРСТВЕННЫЙ КОМИТЕТ ПО РЕГУЛИРОВАНИЮ КОНТРАКТНОЙ СИСТЕМЫ В СФЕРЕ ЗАКУПОК РЕСПУБЛИКИ ХАКАСИЯ;1901089567;ГОСКОМЗАКУП ХАКАСИИ;190101001;Респ Хакасия;84.11.21;ACTIVE;Петров Владимир Дмитриевич;ПРЕДСЕДАТЕЛЬ;1;один кандидат
"ФГУП ""ГОСКОРПОРАЦИЯ ПО ОРВД""";7734135124;"ФГУП ""ГОСКОРПОРАЦИЯ ПО ОРВД""";771401001;г Москва;52.23.12;ACTIVE;Булин Андрей Александрович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;4;несколько кандидатов, взят первый
"АО ""АЭХК""";3801098402;"АО ""АЭХК""";380101001;Иркутская обл;24.46;ACTIVE;Глушенков Вячеслав Валерьевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;2;несколько кандидатов, взят первый
"ФГУП ""ЦНИИХМ""";7724073013;"ФГУП ""ЦНИИХМ""";772401001;г Москва;72.19.9;ACTIVE;Бобков Сергей Алексеевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;4;несколько кандидатов, взят первый
"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ СВЕРДЛОВСКОЙ ОБЛАСТИ ""УПРАВЛЕНИЕ ЗДАНИЯМИ ПРАВИТЕЛЬСТВА СВЕРДЛОВСКОЙ ОБЛАСТИ""";6658001558;"ГКУСО ""УЗПСО""";665801001;Свердловская обл;68.32.2;ACTIVE;Шимолин Сергей Николаевич;ДИРЕКТОР;1;один кандидат
"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ГИДРОСПЕЦГЕОЛОГИЯ""";7734374725;"ФГБУ ""ГИДРОСПЕЦГЕОЛОГИЯ""";773401001;г Москва;71.12.3;ACTIVE;Анненков Анатолий Алексеевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;1;один кандидат
"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ПЕРМСКОГО КРАЯ ""ЦЕНТР ОРГАНИЗАЦИИ ЗАКУПОК""";5902046771;"ГКУ ПК ""ЦОЗ""";590201001;Пермский край;82.99;ACTIVE;Ануфриева Вера Александровна;ДИРЕКТОР;1;один кандидат
"ОАО ""СМЗ""";5919470019;"ОАО ""СМЗ""";591901001;Пермский край;20.13;ACTIVE;Димухамедов Руслан Рафкатович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;4;"отсеяно спутников: 1; несколько кандидатов, взят первый"
ГЛАВНОЕ УПРАВЛЕНИЕ МИНИСТЕРСТВА РОССИЙСКОЙ ФЕДЕРАЦИИ ПО ДЕЛАМ ГРАЖДАНСКОЙ ОБОРОНЫ, ЧРЕЗВЫЧАЙНЫМ СИТУАЦИЯМ И ЛИКВИДАЦИИ ПОСЛЕДСТВИЙ СТИХИЙНЫХ БЕДСТВИЙ ПО ВОРОНЕЖ;3664061454;ГЛАВНОЕ УПРАВЛЕНИЕ МЧС РОССИИ ПО ВОРОНЕЖСКОЙ ОБЛАСТИ;366401001;Воронежская обл;84.25.1;ACTIVE;Кошель Александр Николаевич;НАЧАЛЬНИК ГЛАВНОГО УПРАВЛЕНИЯ;1;один кандидат
"ЧЕБОКСАРСКИЙ РАЙОН ГИДРОТЕХНИЧЕСКИХ СООРУЖЕНИЙ И СУДОХОДСТВА - ФИЛИАЛ ФЕДЕРАЛЬНОГО БЮДЖЕТНОГО УЧРЕЖДЕНИЯ ""АДМИНИСТРАЦИЯ ВОЛЖСКОГО БАССЕЙНА ВНУТРЕННИХ ВОДНЫХ ПУТ";5260901870;"ЧЕБОКСАРСКИЙ РАЙОН ГИДРОТЕХНИЧЕСКИХ СООРУЖЕНИЙ И СУДОХОДСТВА - ФИЛИАЛ ФЕДЕРАЛЬНОГО БЮДЖЕТНОГО УЧРЕЖДЕНИЯ ""АДМИНИСТРАЦИЯ ВОЛЖСКОГО БАССЕЙНА ВНУТРЕННИХ ВОДНЫХ ПУТЕЙ""";212402001;Чувашская Республика - Чувашия;;ACTIVE;;;1;один кандидат
"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""СЕВЕРНЫЙ МЕДИЦИНСКИЙ КЛИНИЧЕСКИЙ ЦЕНТР ИМЕНИ Н.А. СЕМАШКО ФЕДЕРАЛЬНОГО МЕДИКО-БИОЛОГИЧЕСКОГО А";2901108405;ФГБУЗ СМКЦ ИМ. Н.А. СЕМАШКО ФМБА РОССИИ;290101001;Архангельская обл;86.10;ACTIVE;Казакевич Елена Владимировна;ГЛАВНЫЙ ВРАЧ;1;один кандидат
ИП КРИВОВ АЛЕКСАНДР ИВАНОВИЧ;771812523962;ИП Кривов Александр Иванович;;г Москва;74.20;ACTIVE;;;2;несколько кандидатов, взят первый
"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЕКАТЕРИНБУРГГАЗ""";;;;;;;;;;кандидатов нет
"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ МУНИЦИПАЛЬНОГО ЗАКАЗА ГОРОДА ЛИПЕЦКА""";4826148199;"МКУ ""УПРАВЛЕНИЕ МУНИЦИПАЛЬНОГО ЗАКАЗА ГОРОДА ЛИПЕЦКА""";482601001;Липецкая обл;84.11.35;ACTIVE;Черноусова Елена Анатольевна;НАЧАЛЬНИК;2;несколько кандидатов, взят первый
МИНИСТЕРСТВО КОНКУРЕНТНОЙ ПОЛИТИКИ ЯРОСЛАВСКОЙ ОБЛАСТИ;7604084334;МКП ЯО;760401001;Ярославская обл;84.11.21;ACTIVE;Старостина Марина Андреевна;МИНИСТР КОНКУРЕНТНОЙ ПОЛИТИКИ ЯРОСЛАВСКОЙ ОБЛАСТИ;1;один кандидат
"ООО ""ЛОВОЗЕРСКИЙ ГОК""";5106800454;"ООО ""ЛОВОЗЕРСКИЙ ГОК""";510601001;Мурманская обл;07.29.42;ACTIVE;Федяков Владимир Юрьевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;2;несколько кандидатов, взят первый
"ООО ""ЭНКИ""";1655384303;"ООО ""ЭНКИ""";165501001;Респ Татарстан;41.20;ACTIVE;Салимуллин Ленар Фаязович;ВРЕМЕННО ИСПОЛНЯЮЩИЙ ОБЯЗАННОСТИ ГЕНЕРАЛЬНОГО ДИРЕКТОРА;5;несколько кандидатов, взят первый
"АО ""АТОМЭНЕРГОРЕМОНТ""";5029112443;"АО ""АТОМЭНЕРГОРЕМОНТ""";772501001;г Москва;35.11.3;ACTIVE;Петров Сергей Владимирович;ВРЕМЕННЫЙ ЕДИНОЛИЧНЫЙ ИСПОЛНИТЕЛЬНЫЙ ОРГАН;5;несколько кандидатов, взят первый
