nomer;predmet;tip;zakazchik;zakazchik_inn;organizator;organizator_inn;cena;data_nachala;data_okonchaniya;status;region;ssylka;centrobezhnyy_predmet;klyuch;istochnik;data_sbora
5578472;Масло компрессорное К-19 ГОСТ 1861-73. Масло индустриальное И-50А ГОСТ 20799-2022;B2B;"Акционерное общество ""Производственное объединение ""Северное машиностроительное предприятие""";2902059091;;;;14.07.2025;22.07.2025;Прием предложений завершен;обл Архангельская;https://zakupki.mos.ru/need/5578472;нет;компрессорная;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
5498198;"Ремонт электро-компрессорной станции автоматизированной типа I26.05-55 на атомном ледоколе проекта 22220 ""Урал""";B2B;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""БАЛТИЙСКИЙ ЗАВОД""";7830001910;;;;19.05.2025;28.05.2025;Отменена;г Москва;https://zakupki.mos.ru/need/5498198;нет;компрессорная;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
5509910;"Ремонт электро-компрессорной станции автоматизированной типа I26.05-55 на атомном ледоколе проекта 22220 ""Урал""";B2B;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""БАЛТИЙСКИЙ ЗАВОД""";7830001910;;;;19.05.2025;10.06.2025;Прием предложений завершен;г Москва;https://zakupki.mos.ru/need/5509910;нет;компрессорная;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
9952759;Кулер для воды компрессорный со шкафчиком VATTEN L03WKV, 800/85 Вт 103.5*36.5*31см;котировочная сессия;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЕДИНАЯ ЭЛЕКТРОННАЯ ТОРГОВАЯ ПЛОЩАДКА""";7707704692;;;130000;27.03.2025;27.03.2025;Проведена;г Москва;https://zakupki.mos.ru/auction/9952759;нет;компрессорная;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
5249366;Трубы обсадные, насосно-компрессорные трубы и бурильные трубы, используемые для бурения нефтяных или газовых скважин, бесшовные стальные;B2B;ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ТЯЖПРЕССМАШ;6229009163;;;;03.12.2024;09.12.2024;Отменена;;https://zakupki.mos.ru/need/5249366;нет;компрессорная;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
5261964;Трубы обсадные, насосно-компрессорные трубы и бурильные трубы, используемые для бурения нефтяных или газовых скважин, электросварные стальные.;B2B;ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ТЯЖПРЕССМАШ;6229009163;;;;03.12.2024;12.12.2024;Прием предложений завершен;;https://zakupki.mos.ru/need/5261964;нет;компрессорная;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
0373200094120000221;Электронный аукцион на оказание услуг по техническому обслуживанию компрессорных станций ГБУЗ «ГКБ им. В.В. Виноградова ДЗМ»;конкурентная процедура;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница имени В.В. Виноградова Департамента здравоохранения города Москвы»;7736048847;;;2571894.4;26.05.2020;03.06.2020;Завершены;г Москва;https://zakupki.mos.ru/tender/31421709;нет;компрессорная;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
0373200027416000334;Оказание услуг по эксплуатации, техническому обслуживанию и ремонту компрессорного, вакуумного оборудования, газификаторов и системы подачи медицинских газов;конкурентная процедура;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница имени С.С. Юдина Департамента здравоохранения города Москвы»;7724070870;;;49032732.45;03.10.2016;19.10.2016;Завершены;г Москва;https://zakupki.mos.ru/tender/1294294;нет;компрессорная;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
0373200245915000022;"Поставка фреона и компрессорного масла для холодильных установок ГБУ ""Спортивная школа олимпийского резерва ""Воробьевы горы"" Москомспорта";конкурентная процедура;Государственное бюджетное учреждение дополнительного образования города Москвы спортивная школа олимпийского резерва «Московская академия зимних видов спорта» Департамента спорта г;7729272848;;;236125;;31.08.2015;Завершены;г Москва;https://zakupki.mos.ru/tender/1156097;нет;компрессорная;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
10219004;Поставка расходных материалов для технического обслуживания компрессорной станции с воздушным охлаждением CURTIS TOLEDO R/S-30;котировочная сессия;"Государственное бюджетное учреждение здравоохранения Пермского края ""Городская больница г. Соликамск""";5919028210;;;78000;05.06.2026;05.06.2026;Снята с публикации; Пермский край;https://zakupki.mos.ru/auction/10219004;нет;компрессорная;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
5490018;Комплексные работы по поставке и монтажу системы вентиляции для помещения компрессорной «Цеха упаковки цемента и отгрузки» на АО «Кавказцемент»;B2B;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""КАВКАЗЦЕМЕНТ";0909000840;;;;13.05.2025;28.05.2025;Прием предложений завершен;г Москва;https://zakupki.mos.ru/need/5490018;нет;компрессорная;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
5246195;Трубы обсадные, насосно-компрессорные трубы и бурильные трубы, используемые для бурения нефтяных или газовых скважин, бесшовные стальные;B2B;ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ТЯЖПРЕССМАШ;6229009163;;;;03.12.2024;09.12.2024;Отменена;;https://zakupki.mos.ru/need/5246195;нет;компрессорная;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
5411956;Поставка изделий медицинского назначения (ингалятор компрессорный) для нужд ГБУЗ Московской области «Зарайская больница» на 2025 год;закупка по потребностям;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ МОСКОВСКОЙ ОБЛАСТИ ""ЗАРАЙСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА""";5014003427;;;5639.55;24.02.2025;26.02.2025;Прием предложений завершен;обл Московская;https://zakupki.mos.ru/need/5411956;нет;компрессорная;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
0373200059720000610;"Поставка ингаляторов компрессорных для туберкулезно-легочного отделения №3 Клиники №2 ГБУЗ ""МНПЦ борьбы с туберкулезом ДЗМ""";конкурентная процедура;Государственное бюджетное учреждение здравоохранения города Москвы «Московский городской научно-практический центр борьбы с туберкулезом Департамента здравоохранения города Москвы»;7718115064;;;111499.95;20.11.2020;30.11.2020;Завершены;г Москва;https://zakupki.mos.ru/tender/31802398;нет;компрессорная;zakupki.mos.ru/api/Cssp/Purchase/Query;2026-07-30
