organizator;inn_organizatora;inn_primechanie;zakazchiki;inn_zakazchikov;predmet;summa;data_publikacii;region;stadiya;tip_procedury;sekciya;reestrovyy_nomer;ssylka;zapros;centrobezhnyy_predmet;centro_priznak;centro_shum
"ООО ""РВК-ВОРОНЕЖ""";7726671234;;РВК-ВОРОНЕЖ;;Конкурентный отбор на оказание услуг по капитальному ремонту гидравлических систем четырех нагнетателей на участке очистных сооружений канализации ООО «РВК-Воронеж»;3411111.11;2023-04-20;Воронежская область;completed;Запрос предложений;Закупки.Бизнес223;32312311901;https://etpgpb.ru/procedures/etp/777271-konkurentnyy-otbor-na-okazanie-uslug-po-kapitalnomu-remontu-gidravlicheskih-sistem-chetyreh-nagnetateley-na-uchastke-ochistnyh-sooruzheniy-kanalizatsii-ooo-rvk-voronezh/;компрессор+нагнетатель;да;нагнетатель;
"АО ""СЗ""";9106001900;;"АО ""СЗ""";9106001900;"Ротор к нагнетателю ТВН 360-22-3 Ротор нагнетателя ТВН 360-22, ч. 1316.25 СБ (материал покрышек,диска с лопатками,втулки-сталь 14Х17Н2; материал вала-сталь 34ХМА) в кол-ве 1 шт";0.0;2023-08-29;Республика Крым;completed;Запрос предложений;Закупки.Бизнес;ГП356293;https://etpgpb.ru/procedures/etp/833818-rotor-k-nagnetatelyu-tvn-360-22-3-rotor-nagnetatelya-tvn-360-22-ch-1316-25-sb-material-pokryshek-diska-s-lopatkami-vtulki-stal-14h17n2-material-vala-stal-34hma-v-kol-ve-1-sht/;нагнетатель;да;нагнетатель;
"АО ""ОМСКИЙ КАУЧУК""";;нет в словаре площадки;"АО ""ОМСКИЙ КАУЧУК""";;Поставка запасных частей к нагнетателю 360-22-1;0.0;2023-02-10;Омская область;completed;Запрос предложений;Закупки.Бизнес;ГП314802;https://etpgpb.ru/procedures/etp/742912-postavka-zapasnyh-chastey-k-nagnetatelyu-360-22-1/;нагнетатель;да;нагнетатель;
МУПП СГЭТ;6452016487;;МУПП СГЭТ;6452016487;Поставка нагнетателя электрического для смазки;66117.67;2024-07-18;Саратовская область;completed;Ценовой запрос;Торговый портал;640293;https://etpgpb.ru/procedures/price_request/640293-postavka-nagnetatelya-elektricheskogo-dlya-smazki/;нагнетатель;нет;нагнетатель;нагнетатель-дозатор
"АО ""ВОЗРОЖДЕНИЕ""";;нет в словаре площадки;"АО ""ВОЗРОЖДЕНИЕ""";;Нагнетатель густой смазки С-321М;;2025-03-18;Луганская Народная Республика;completed;Ценовой запрос;Торговый портал;743090;https://etpgpb.ru/procedures/price_request/743090-nagnetatel-gustoy-smazki-s-321m/;нагнетатель;нет;нагнетатель;нагнетатель-дозатор
"ООО ""РВК-ВОРОНЕЖ""";7726671234;;РВК-ВОРОНЕЖ;;Маркетинговое исследование в электронной форме на выполнение СМР на частичный капитальный ремонт нагнетателей №1-4 (инв. №105) на ЛОС;8872090.0;2022-10-14;Воронежская область;completed;Запрос предложений;Закупки.Бизнес223;32211764381;https://etpgpb.ru/procedures/etp/688889-marketingovoe-issledovanie-v-elektronnoy-forme-na-vypolnenie-smr-na-chastichnyy-kapitalnyy-remont-nagnetateley-1-4-inv-105-na-los/;нагнетатель;да;нагнетатель;
МУПП САРАТОВВОДОКАНАЛ;6454003331;;МУПП САРАТОВВОДОКАНАЛ;6454003331;Выполнение работ по капитальному ремонту нагнетателя Н750-23-6;1980000.0;2026-05-28;Саратовская область;completed;Запрос (ценовых) котировок;Закупки.Бизнес223;32616055170;https://etpgpb.ru/procedures/etp/1255994-vypolnenie-rabot-po-kapitalnomu-remontu-nagnetatelya-n750-23-6/;нагнетатель;да;нагнетатель;
"ООО ""РВК-ЛИПЕЦК""";7730263904;;"ООО ""РВК-ЛИПЕЦК""";7730263904;Конкурентный отбор в электронной форме на право заключения договора на выполнение текущего ремонта нагнетателей воздуха Н-360-21-1 с электродвигателями на объектах ЛОС ПАО «НЛМК», проводимые нецентрализованно для нужд ООО «РВК-Липецк».;2574330.0;2025-08-26;Липецкая область;completed;Запрос предложений;Закупки.Бизнес223;32515158703;https://etpgpb.ru/procedures/etp/1157838-konkurentnyy-otbor-v-elektronnoy-forme-na-pravo-zaklyucheniya-dogovora-na-vypolnenie-tekuschego-remonta-nagnetateley-vozduha-n-360-21-1-s-elektrodvigatelyami-na-obektah-los-pao-nlmk-provodimye-netsentralizovanno-dlya-nuzhd-ooo-rvk-lipetsk/;нагнетатель;да;нагнетатель;
"ОАО ""Газпром транcгаз Беларусь""";;в словаре площадки ИНН пустой;"ОАО ""Газпром транcгаз Беларусь""";;Поставка нагнетателей высоковязких материалов для нужд ОАО «Газпром трансгаз Беларусь»;6699142.44;2025-10-16;;completed;Маркетинговые исследования;Закупки.Бизнес;ГП534217;https://etpgpb.ru/procedures/etp/1175192-postavka-nagnetateley-vysokovyazkih-materialov-dlya-nuzhd-oao-gazprom-transgaz-belarus/;нагнетатель;да;нагнетатель;
АО КОНЦЕРН ВКО АЛМАЗ - АНТЕЙ;7731084175;;АО КОНЦЕРН ВКО АЛМАЗ - АНТЕЙ;7731084175;Открытый аукцион в электронной форме на право заключения догвора на приобретение нагнетателя смазки с электроприводом, заправочной станции для налива масла, заправочной колонки для охлаждающей жидкости.;175860.0;2015-06-16;Москва;completed;Аукцион на понижение;Закупки.Бизнес223;31502466640;https://etpgpb.ru/procedures/etp/27259-otkrytyy-auktsion-v-elektronnoy-forme-na-pravo-zaklyucheniya-dogvora-na-priobretenie-nagnetatelya-smazki-s-elektroprivodom-zapravochnoy-stantsii-dlya-naliva-masla-zapravochnoy-kolonki-dlya-ohlazhdayuschey-zhidkosti/;нагнетатель;нет;нагнетатель;нагнетатель-дозатор
"АО ""МОСКОКС""";5003003915;;"АО ""МОСКОКС""";5003003915;Текущий ремонт нагнетателя коксового газа №1 НГ 750-23-8 с электродвигателем 4АЗМП-800/6000 УХЛ4;0.0;2026-02-06;Московская область;completed;Попозиционная;Закупки.Бизнес;ГП614770;https://etpgpb.ru/procedures/etp/1214779-tekuschiy-remont-nagnetatelya-koksovogo-gaza-1-ng-750-23-8-s-elektrodvigatelem-4azmp-800-6000-uhl4/;компрессор+нагнетатель;да;нагнетатель;
ЧМНГ;9704210635;;ЧМНГ;9704210635;Поставка нагнетателя крановой смазки ручной;1942494.6;2025-08-21;Луганская Народная Республика;completed;Ценовой запрос;Торговый портал;821389;https://etpgpb.ru/procedures/price_request/821389-postavka-nagnetatelya-kranovoy-smazki-ruchnoy/;нагнетатель;нет;нагнетатель;нагнетатель-дозатор
"ООО ""Газпром трансгаз Самара""";6315000291;;"ООО ""Газпром трансгаз Самара""";6315000291;Поставка нагнетателей смазки с электроприводом;;2021-03-01;Самарская область;completed;Ценовой запрос;Торговый портал;182822;https://etpgpb.ru/procedures/price_request/182822-postavka-nagnetateley-smazki-s-elektroprivodom/;нагнетатель;нет;нагнетатель;нагнетатель-дозатор
"АО ""ГАЗСТРОЙПРОМ""";;нет в словаре площадки;ГСП Ремонт;7737106202;"Выполнение работ по капитальному ремонту нагнетателя на объектах ООО ""Газпром трансгаз Ставрополь"" в 2023 году для нужд ООО «ГСП Ремонт»";44347217.28;2023-02-21;Москва;completed;Попозиционная;Закупки.Бизнес;ГП338747;https://etpgpb.ru/procedures/etp/748177-vypolnenie-rabot-po-kapitalnomu-remontu-nagnetatelya-na-obektah-ooo-gazprom-transgaz-stavropol-v-2023-godu-dlya-nuzhd-ooo-gsp-remont/;нагнетатель;да;нагнетатель;
ГСП Ремонт;7737106202;;ГСП Ремонт;7737106202;"Выполнение работ по капитальному ремонту нагнетателя ГПА №4 Компрессорной станции Сальская ООО ""Газпром трансгаз Ставрополь"" в 2025 году";62652716.16;2024-11-01;Москва;completed;Попозиционная;Закупки.Бизнес;АП083525;https://etpgpb.ru/procedures/etp/1031461-vypolnenie-rabot-po-kapitalnomu-remontu-nagnetatelya-gpa-4-kompressornoy-stantsii-salskaya-ooo-gazprom-transgaz-stavropol-v-2025-godu/;компрессорная+нагнетатель;да;нагнетатель;
ЧТГ;;нет в словаре площадки;ЧТГ;;Оказание услуг по техническому обслуживанию систем разработки и изготовления ООО «К.Т.Р. ИНЖИНИРИНГ», эксплуатируемых в составе с нагнетателем 200СПЧ1,35/56-6,3 зав.№ JTM A5 01-0002 и нагнетателем 200 СПЧ1,35/56-6,3 зав.№ JTM A5 01-0001, входящих в состав оборудования  компрессорной станции;3598413.6;2025-09-29;Республика Крым;completed;Конкурс;Закупки.Бизнес223;32515254310;https://etpgpb.ru/procedures/etp/1170006-okazanie-uslug-po-tehnicheskomu-obsluzhivaniyu-sistem-razrabotki-i-izgotovleniya-ooo-k-t-r-inzhiniring-ekspluatiruemyh-v-sostave-s-nagnetatelem-200spch135-56-63-zav-jtm-a5-01-0002-i-nagnetatelem-200-spch135-56-63-zav-jtm-a5-01-0001-vhodyaschih-v-sostav-oborudovaniya-kompressornoy-stantsii/;компрессор+компрессорная+нагнетатель;да;нагнетатель;
АО Газпром закупки;2460040655;;АО Газпром закупки;2460040655;"Поставка установки вальцевания и шприцевания резины, нагнетателя высоковязких материалов, устройства для размыва донных отложений, промышленных пылесосов, моечной машины, тележки весоповерочной для нужд ООО ""Газпром переработка"" (МП 18138)";5767297.0;2020-03-23;Санкт-Петербург;completed;Конкурентный отбор;Закупки ГК «Газпром»;32009021043;https://etpgpb.ru/procedures/gaz/151128-postavka-ustanovki-valtsevaniya-i-shpritsevaniya-reziny-nagnetatelya-vysokovyazkih-materialov-ustroystva-dlya-razmyva-donnyh-otlozheniy-promyshlennyh-pylesosov-moechnoy-mashiny-telezhki-vesopoverochnoy-dlya-nuzhd-ooo-gazprom-pererabotka-mp-18138/;нагнетатель;нет;нагнетатель;"ручной инструмент; нагнетатель-дозатор"
ГАЗПРОМ ДОБЫЧА АСТРАХАНЬ;3006006420;;ГАЗПРОМ ДОБЫЧА АСТРАХАНЬ;3006006420;"Поставка нагнетателя высоковязких материалов автоматического НВМа-500м для нужд ООО ""Газпром добыча Астрахань"" (для субъектов малого и среднего предпринимательства)";603876.8;2017-06-28;Астраханская область;completed;Запрос предложений;Закупки ГК «Газпром»;31705270570;https://etpgpb.ru/procedures/gaz/92439-postavka-nagnetatelya-vysokovyazkih-materialov-avtomaticheskogo-nvma-500m-dlya-nuzhd-ooo-gazprom-dobycha-astrahan-dlya-subektov-malogo-i-srednego-predprinimatelstva/;нагнетатель;да;нагнетатель;
