marka;nash_profil;tip;sreda;seriya;proizvoditel;pochemu;nashih_upominaniy;nashih_predpriyatiy;znayut;ssylka;godno_kak_slovo_poiska
М-10В;;;газ;;;Нагнетатель 1150-41-1 в производстве азотной кислоты, аналогично поз. М10В, сжимает нитрозный газ.;6;2;1s-среда, 1s-неопознанные;;
М-11;;;;;;;4;3;только наша база;;
М-11,12;;;;;;;0;0;1s-неопознанные;;
М-111;;;;;;;3;1;1s-неопознанные;;
М-112;;;газ;;;Позиция М-112 обозначает двухсекционный газперекачивающий компрессор марки 1АТКП-435-1600.;1;1;1s-среда, 1s-неопознанные;;
М-112/1;;;газ;;;Позиция относится к компрессору серии АТКП, предназначенному для работы с газом.;1;1;1s-среда;;
М-118В;;;газ;;;Машина данной позиции имеет марку ГЦ, означающую газовый центробежный компрессор.;2;1;1s-среда, 1s-неопознанные;;
М-12;;;;;;;3;2;только наша база;;
М-1230;;;;;;;0;0;1s-неопознанные;;
М-14;;;воздух;;;Обозначение К-250 указывает на стандартный центробежный компрессор атмосферного воздуха.;2;1;1s-среда, 1s-неопознанные;;
М-140;;;;;;;1;1;1s-неопознанные;;
М-1402;;;;;;;2;1;1s-неопознанные;;
М-148;;;;;;;0;0;1s-неопознанные;;
М-148/3;;;газ;;;Технологический индекс M-148/3 относится к компрессору на площадке переработки 'Тольяттикаучук', нефтехимическая среда — газ.;2;1;1s-среда;;
М-15;;;газ;;;Обозначение МК указывает на центробежный компрессор для сжатия хладагентов или технологических газов.;1;1;1s-среда, 1s-провайдером, 1s-неопознанные;;
М-15/1;;;газ;;;Нагнетатель типа Э200-31-1 на установке дегидрирования работает с углеводородным контактным газом.;6;4;1s-среда;;
М-15/2;;;воздух;;;В контексте машина прямо названа воздухонагнетателем.;7;5;1s-среда;;
М-15/3;;;газ;;;Нагнетатели этой позиции работают на установках дегидрирования и производства изобутилена с углеводородным газом.;8;5;1s-среда;;
М-15/4;;;газ;;;Нагнетатель типа Э200-31-1 установлен на технологической установке дегидрирования для перекачки газа.;2;2;1s-среда;;
М-15/5;;;газ;;;Центробежный нагнетатель предназначен для работы с газом на установке дегидрирования БК-2.;2;2;1s-среда;;
М-15/6;;;газ;;;Позиция М-15/6 относится к нагнетателю контактного газа установки дегидрирования БК-2.;2;2;1s-среда;;
М-15/7;;;газ;;;Машина используется для перекачки углеводородного газа на установке дегидрирования БК-2.;2;2;1s-среда;;
М-15/8;;;газ;;;Нагнетатель типа Э200-31-1 используется на установке дегидрирования в производстве изобутилена для углеводородного газа.;2;2;1s-среда;;
М-150;;;;;;;1;1;1s-неопознанные;;
М-16-6GX80;;;;;;;0;0;1s-неопознанные;;
М-1602;;;;;;;0;0;1s-неопознанные;;
М-161;;;;;;;3;1;1s-неопознанные;;
М-162;;;;;;;3;1;1s-неопознанные;;
М-163;;;;;;;3;1;1s-неопознанные;;
М-164;;;;;;;3;1;1s-неопознанные;;
М-185;;;газ;;;В контексте прямо указано, что это газовый турбокомпрессор и азотодувка.;2;1;1s-среда;;
М-1В;;;воздух;;;В контексте указано, что это турбокомпрессор одноступенчатый воздушный.;1;1;1s-среда, 1s-неопознанные;;
М-1С-3,0;;;;;;;0;0;1s-неопознанные;;
М-1С-4,0;;;;;;;0;0;1s-неопознанные;;
М-2;;позиционное обозначение установки;;;;;0;0;1s-провайдером, 1s-неопознанные;;
М-2/1;;;оба;;;В данной позиции приведены разные машины, работающие как на воздухе, так и на технологическом газе.;6;3;1s-среда;;
М-2/2;;;оба;;;Позиция М-2/2 присвоена воздушному компрессору К-250-61-1 в одном контексте и газовому компрессору ЦК-135/8М1 в другом.;5;2;1s-среда;;
М-2/3;;;оба;;;Позиция М-2/3 используется для воздушного компрессора К-250-61-2 и газового компрессора синтез-газа ЦК-135/8М1.;6;3;1s-среда;;
М-2/4;;;воздух;;;Компрессор серии К-250 является стандартным центробежным воздушным компрессором.;1;1;1s-среда;;
М-21;;;воздух;;;Серия АТКА-545 расшифровывается как атмосферный воздушный турбокомпрессорный агрегат.;1;1;1s-среда, 1s-неопознанные;;
М-21/7;;;не ясно;;;Обозначение позиции не указывает на конкретную рабочую среду компрессора.;1;1;1s-среда;;
М-210;;;;;;;3;1;1s-неопознанные;;
М-211;;;;;;;3;1;1s-неопознанные;;
М-22;;;воздух;;;Серия АТКА-545 расшифровывается как атмосферный воздушный турбокомпрессорный агрегат.;3;2;1s-среда, 1s-неопознанные;;
М-238;;;;;;;0;0;1s-неопознанные;;
М-24;;;;;;;0;0;1s-неопознанные;;
М-250;;;;;;;0;0;1s-неопознанные;;
М-251;;;газ;;;Компрессор работает с технологическим газом в цехе по производству метанола.;3;1;1s-среда;;
М-252/1;;;газ;;;Аналогично позиции 16, компрессор 22ЦКО эксплуатируется в цехе метанола.;1;1;1s-среда;;
М-252/2;;;газ;;;Компрессор 22ЦКО предназначен для сжатия технологического газа в цехе по производству метанола.;1;1;1s-среда;;
М-252/3;;;газ;;;Аналогично позиции 16, компрессор 22ЦКО эксплуатируется в цехе метанола.;1;1;1s-среда;;
М-253;;;;;;;0;0;1s-неопознанные;;
М-253/1;;;газ;;;Компрессор эксплуатируется в цехе по производству метанола для перекачки синтез-газа.;4;1;1s-среда;;
М-253/2;;;газ;;;Машина задействована в технологическом процессе цеха по производству метанола.;3;1;1s-среда;;
М-253/3;;;газ;;;Компрессор эксплуатируется в технологическом процессе цеха по производству метанола.;2;1;1s-среда;;
М-299;;;;;;;0;0;1s-неопознанные;;
М-3;;;;;;;0;0;1s-неопознанные;;
М-3-2ЛПС-2-094;;;;;;;0;0;1s-неопознанные;;
М-3/3;;;воздух;;;Технологический индекс принадлежит воздушно-центробежному компрессору серии ВЦК.;1;1;1s-среда;;
М-303;;;газ;;;Компрессор эксплуатируется на производстве мономеров нефтехимического завода для сжатия технологического газа.;7;3;1s-среда, 1s-провайдером, 1s-неопознанные;;
М-303/3;;;не ясно;;;В приведённом контексте и наименовании Виола отсутствует информация о рабочей среде.;1;1;1s-среда;;
М-303/4;;;газ;;;Компрессор модели 5RMD 56 применяется на объекте производства углеводородного сырья для сжатия газа.;1;1;1s-среда;;
М-303/6;;;газ;;;Турбокомпрессор Виола используется на объекте производства изопрен-мономеров.;1;1;1s-среда;;
М-306/1;;;газ;;;Компрессор эксплуатируется в технологическом процессе цеха по производству метанола.;2;1;1s-среда;;
