inn;predpriyatie;vyruchka_est;okved_est;rang_mashiny;faktov
6027023398;УПРАВЛЕНИЕ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ИСПОЛНЕНИЯ НАКАЗАНИЙ ПО ПСКОВСКОЙ ОБЛАСТИ;;;5.0;1
6132010260;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ""";;;5.0;1
6147006316;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""КАМЕНСКТЕПЛОСЕТЬ""";;;5.0;1
6148012810;"ООО ""МЕЛТ""";;да;5.0;1
6150078293;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КРИОГЕНМАШ""";;да;5.0;1
6163014804;ФЕДЕРАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЮЖНЫЙ РЕГИОНАЛЬНЫЙ ЦЕНТР СУДЕБНОЙ ЭКСПЕРТИЗЫ МИНИСТЕРСТВА ЮСТИЦИИ РОССИЙСКОЙ ФЕДЕРАЦИИ;;;5.0;1
6163070862;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГРУППА АГРОКОМ""";;да;5.0;1
6168000820;"ГБУ РО ""ГКБ № 20"" В Г. РОСТОВЕ-НА-ДОНУ";;да;5.0;1
6315800386;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""САМАРСКАЯ ОБЛАСТНАЯ КЛИНИЧЕСКАЯ СТОМАТОЛОГИЧЕСКАЯ ПОЛИКЛИНИКА""";;;5.0;1
6320079265;"ООО ""ПЕННЫЙ БЕРЕГ""";;;5.0;1
6321068629;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ИСПРАВИТЕЛЬНАЯ КОЛОНИЯ № 29 УПРАВЛЕНИЯ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ИСПОЛНЕНИЯ НАКАЗАНИЙ ПО САМАРСКОЙ ОБЛАСТИ""";;;5.0;1
6385001309;"ГБУЗ СО ""ЧЕЛНО-ВЕРШИНСКАЯ ЦРБ""";;да;5.0;1
6386000259;"ГБУЗ СО ""ШЕНТАЛИНСКАЯ ЦРБ""";;да;5.0;1
6452027859;"ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ САРАТОВСКОЙ ОБЛАСТИ ""САРАТОВСКИЙ КОЛЛЕДЖ ПРОМЫШЛЕННЫХ ТЕХНОЛОГИЙ И АВТОМОБИЛЬНОГО СЕРВИСА""";;;5.0;1
6501314471;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""САХАЛИНСКИЙ ПАССАЖИРСКИЙ ФЛОТ""";;да;5.0;1
6636002445;"ГАУЗ СО ""АРТИНСКАЯ ЦРБ""";;да;5.0;1
6658459612;"ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ СВЕРДЛОВСКОЙ ОБЛАСТИ ""ОБЛАСТНАЯ СТАНЦИЯ ПЕРЕЛИВАНИЯ КРОВИ""";;;5.0;1
6661002953;;;;5.0;1
6661004301;ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ НАУКИ ИНСТИТУТ МЕТАЛЛУРГИИ УРАЛЬСКОГО ОТДЕЛЕНИЯ РОССИЙСКОЙ АКАДЕМИИ НАУК;;;5.0;1
6669003564;"государственное бюджетное учреждение здравоохранения Свердловской области ""Детская городская больница № 2 город Нижний Тагил""";;;5.0;1
6815003759;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ИСПРАВИТЕЛЬНАЯ КОЛОНИЯ № 8 УПРАВЛЕНИЯ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ИСПОЛНЕНИЯ НАКАЗАНИЙ ПО ТАМБОВСКОЙ ОБЛАСТИ""";;;5.0;1
7017002337;"ОБЛАСТНОЕ ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ КУЛЬТУРЫ ""ДВОРЕЦ НАРОДНОГО ТВОРЧЕСТВА ""АВАНГАРД""";;;5.0;1
7017029459;"ОГАУЗ ""ТОМСКИЙ ФТИЗИОПУЛЬМОНОЛОГИЧЕСКИЙ МЕДИЦИНСКИЙ ЦЕНТР"", ОГАУЗ ""ТФМЦ""";;да;5.0;1
7018012970;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""НАЦИОНАЛЬНЫЙ ИССЛЕДОВАТЕЛЬСКИЙ ТОМСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ""";;;5.0;1
7021020064;ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ НАУКИ ТОМСКИЙ НАУЧНЫЙ ЦЕНТР СИБИРСКОГО ОТДЕЛЕНИЯ РОССИЙСКОЙ АКАДЕМИИ НАУК;;;5.0;1
7103031370;;;да;5.0;1
7203096090;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ИСПРАВИТЕЛЬНАЯ КОЛОНИЯ № 2 УПРАВЛЕНИЯ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ИСПОЛНЕНИЯ НАКАЗАНИЙ ПО ТЮМЕНСКОЙ ОБЛАСТИ""";;;5.0;1
7206029510;ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ НАУКИ ТОБОЛЬСКАЯ КОМПЛЕКСНАЯ НАУЧНАЯ СТАНЦИЯ УРАЛЬСКОГО ОТДЕЛЕНИЯ РОССИЙСКОЙ АКАДЕМИИ НАУК;;;5.0;1
7302014570;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ИСПРАВИТЕЛЬНАЯ КОЛОНИЯ № 10 УПРАВЛЕНИЯ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ИСПОЛНЕНИЯ НАКАЗАНИЙ ПО УЛЬЯНОВСКОЙ ОБЛАСТИ""";;;5.0;1
7325101759;"ГУЗ ""УОКЦСВМП""";;да;5.0;1
7404037697;"федеральное казенное учреждение ""Следственный изолятор № 4 Главного управления Федеральной службы исполнения наказаний по Челябинской области""";;;5.0;1
7412012791;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОРКИНСКИЙ ЭКСКАВАТОРО - ВАГОНОРЕМОНТНЫЙ ЗАВОД""";;да;5.0;1
7414000061;"МУНИЦИПАЛЬНОЕ ПРЕДПРИЯТИЕ ""МАГНИТОГОРСКИЙ ГОРОДСКОЙ ТРАНСПОРТ""";;;5.0;1
7453304360;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОБЩЕСТВЕННЫЙ ГОРОДСКОЙ ТРАНСПОРТ""";;;5.0;1
7536065228;"Муниципальное предприятие администрации городского округа ""Город Чита""""Кинотеатр Удокан""";;;5.0;1
7602063829;"ГБУЗ ЯО ""ОДКБ""";;да;5.0;1
7602082331;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЯРГОРЭЛЕКТРОТРАНС""";;;5.0;1
7606078449;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЯРОСЛАВСКОЙ ОБЛАСТИ ""КОРПОРАЦИЯ РАЗВИТИЯ МАЛОГО И СРЕДНЕГО ПРЕДПРИНИМАТЕЛЬСТВА (БИЗНЕС-ИНКУБАТОР)""";;;5.0;1
7610015674;"Открытое акционерное общество ""Судостроительный завод ""Вымпел""";;да;5.0;1
7612001518;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ЭКСПЕРИМЕНТАЛЬНЫЙ МАШИНОСТРОИТЕЛЬНЫЙ ЗАВОД""";;;5.0;1
7701018175;Федеральное государственное бюджетное учреждение науки Институт машиноведения им. А.А. Благонравова Российской академии наук;;;5.0;1
7701330105;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ ""ВЕДОМСТВЕННАЯ ОХРАНА ЖЕЛЕЗНОДОРОЖНОГО ТРАНСПОРТА РОССИЙСКОЙ ФЕДЕРАЦИИ""";;;5.0;1
7703056867;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ВСЕРОССИЙСКИЙ ГОСУДАРСТВЕННЫЙ ЦЕНТР КАЧЕСТВА И СТАНДАРТИЗАЦИИ ЛЕКАРСТВЕННЫХ СРЕДСТВ ДЛЯ ЖИВОТНЫХ И КОРМОВ""";;;5.0;1
7703649183;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""МОСКОВСКАЯ ГАЗЕТНАЯ ТИПОГРАФИЯ""";;;5.0;1
7704084560;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР СТРАТЕГИЧЕСКОГО ПЛАНИРОВАНИЯ И УПРАВЛЕНИЯ МЕДИКО-БИОЛОГИЧЕСКИМИ РИСКАМИ ЗДОРОВЬЮ"" ФЕДЕРАЛЬНОГО МЕДИКО-БИОЛОГИЧЕСКОГО АГЕНТСТВА";;;5.0;1
7707082145;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""МОСКОВСКИЙ ГОСУДАРСТВЕННЫЙ МЕДИКО-СТОМАТОЛОГИЧЕСКИЙ УНИВЕРСИТЕТ ИМЕНИ А.И. ЕВДОКИМОВА"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИ";;;5.0;1
7707274249;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""МОРСКАЯ СПАСАТЕЛЬНАЯ СЛУЖБА""";;да;5.0;1
7708129854;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СИБИРСКАЯ УГОЛЬНАЯ ЭНЕРГЕТИЧЕСКАЯ КОМПАНИЯ""";;да;5.0;1
7708532710;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛЬЯНС""";;да;5.0;1
7709679191;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ПЛАНЕТАРИЙ""";;;5.0;1
7710183961;;;;5.0;1
7710936566;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ПРОИЗВОДСТВЕННО-ТЕХНИЧЕСКИЙ ЦЕНТР ПОЖАРНОЙ И АВАРИЙНО-СПАСАТЕЛЬНОЙ ТЕХНИКИ""";;;5.0;1
7713018998;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ ИНСТИТУТ СТРОИТЕЛЬНОЙ ФИЗИКИ РОССИЙСКОЙ АКАДЕМИИ АРХИТЕКТУРЫ И СТРОИТЕЛЬНЫХ НАУК""";;;5.0;1
7715012448;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""НАУЧНО-ПРОИЗВОДСТВЕННОЕ ОБЪЕДИНЕНИЕ ""ТЕХНОМАШ""";;;5.0;1
7715107139;"ФГБУ ""ФНКЦ КМИБ"" ФМБА РОССИИ";;да;5.0;1
7719022373;"Открытое акционерное общество ""ВНИИИНСТРУМЕНТ""";;;5.0;1
7724261610;"Филиал Федерального государственного унитарного предприятия ""Почта России"" - Автоматизированные сортировочные центры";;;5.0;1
7725030284;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ""ФЕДЕРАЛЬНЫЙ ИССЛЕДОВАТЕЛЬСКИЙ ЦЕНТР ""ФУНДАМЕНТАЛЬНЫЕ ОСНОВЫ БИОТЕХНОЛОГИИ"" РОССИЙСКОЙ АКАДЕМИИ НАУК""";;;5.0;1
7726316247;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ГОРОДСКАЯ ПОЛИКЛИНИКА № 2 ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""";;;5.0;1
7726722129;"Открытое акционерное общество ""Научно-исследовательский институт вакуумной техники им. С.А. Векшинского""";;;5.0;1
7728047631;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ ПРЕДПРИЯТИЕ ""ЯСЕНЬ""";;;5.0;1
7728065856;"ФГБУ ""РНЦРР"" МИНЗДРАВА РОССИИ";;да;5.0;1
7728073720;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""РОССИЙСКИЙ УНИВЕРСИТЕТ ДРУЖБЫ НАРОДОВ""";;;5.0;1
7729123204;"ГБУЗ ""ГКБ № 31 ИМ. АКАДЕМИКА Г.М. САВЕЛЬЕВОЙ ДЗМ""";;да;5.0;1
7730087409;"ФИЛИАЛ ФЕДЕРАЛЬНОГО КАЗЕННОГО УЧРЕЖДЕНИЯ ""ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ПО ФОРМИРОВАНИЮ ГОСУДАРСТВЕННОГО ФОНДА ДРАГОЦЕННЫХ МЕТАЛЛОВ И ДРАГОЦЕННЫХ КАМНЕЙ РОССИЙСКОЙ ФЕДЕРАЦИИ, ХРАНЕНИЮ, ОТПУСКУ И ИСПОЛЬЗО";;;5.0;1
7731082971;"ФГБУ ""ЦКБ С ПОЛИКЛИНИКОЙ""";;да;5.0;1
7731147890;"ГБУЗ ""НПЦ СПЕЦ.МЕД.ПОМОЩИ ДЕТЯМ ДЗМ""";;да;5.0;1
7733639640;;;;5.0;1
7734012806;"ФГБУ ""НМИЦ ТИО ИМ. АК. В.И. ШУМАКОВА"" МИНЗДРАВА РОССИИ";;да;5.0;1
7734021670;ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ НАУКИ ИНСТИТУТ МОЛЕКУЛЯРНОЙ ГЕНЕТИКИ РОССИЙСКОЙ АКАДЕМИИ НАУК;;;5.0;1
7735024931;"Федеральное государственное унитарное предприятие ""Научно-исследовательский институт микроприборов-К""";;;5.0;1
7735192037;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""КОРПОРАЦИЯ РАЗВИТИЯ ЗЕЛЕНОГРАДА""";;;5.0;1
7736020369;ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ НАУКИ ИНСТИТУТ БИОЛОГИИ ГЕНА РОССИЙСКОЙ АКАДЕМИИ НАУК;;;5.0;1
7736099129;ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ НАУКИ ИНСТИТУТ ОБЩЕЙ ГЕНЕТИКИ ИМ. Н.И. ВАВИЛОВА РОССИЙСКОЙ АКАДЕМИИ НАУК;;;5.0;1
7736607502;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ ИНСТИТУТ ТРУБОПРОВОДНОГО ТРАНСПОРТА""";;;5.0;1
7802068045;"СПБ ГБУЗ ""ГОРОДСКАЯ ПОЛИКЛИНИКА № 14""";;да;5.0;1
7802846922;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""РАДИЕВЫЙ ИНСТИТУТ ИМЕНИ В.Г. ХЛОПИНА""";;;5.0;1
7804009983;"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ГОРОДСКАЯ ПОЛИКЛИНИКА № 96""";;;5.0;1
7805016006;"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""БАЛТЭЛЕКТРО""";;да;5.0;1
7805027985;"СПБ ГБУЗ ""ГОРОДСКОЙ ГЕРИАТРИЧЕСКИЙ ЦЕНТР""";;да;5.0;1
7805514562;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОНЕЖСКИЙ СУДОСТРОИТЕЛЬНО-СУДОРЕМОНТНЫЙ ЗАВОД""";;;5.0;1
7806004684;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""НАУЧНО-ПРОИЗВОДСТВЕННОЕ ПРЕДПРИЯТИЕ ""БУРЕВЕСТНИК""";;;5.0;1
7809011023;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""САНКТ-ПЕТЕРБУРГСКИЙ ГОСУДАРСТВЕННЫЙ АРХИТЕКТУРНО-СТРОИТЕЛЬНЫЙ УНИВЕРСИТЕТ""";;;5.0;1
7810129213;"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ГРУЗОВОЙ ТЕРМИНАЛ ПУЛКОВО""";;;5.0;1
7811378050;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТЕХНОПАРК САНКТ-ПЕТЕРБУРГА""";;;5.0;1
7812042720;;;;5.0;1
7815001200;СПБ ГБУЗ ПОЛИКЛИНИКА № 38;;да;5.0;1
7820003499;Государственное научное учреждение Всероссийский научно-исследовательский институт сельскохозяйственной микробиологии Российской академии сельскохозяйственных наук;;;5.0;1
7820337050;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""НАУЧНО-ПРОИЗВОДСТВЕННЫЙ ЦЕНТР ""СОНАР""";;;5.0;1
7842180565;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ПРОФЕССИОНАЛЬНОГО ОБРАЗОВАНИЯ ""ЦЕНТР ОПЕРЕЖАЮЩЕЙ ПРОФЕССИОНАЛЬНОЙ ПОДГОТОВКИ САНКТ-ПЕТЕРБУРГА""";;да;5.0;1
8301020069;НАРЬЯН-МАРСКОЕ МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ОБЪЕДИНЕННЫХ КОТЕЛЬНЫХ И ТЕПЛОВЫХ СЕТЕЙ;;да;5.0;1
8602002472;"бюджетное учреждение Ханты-Мансийского автономного округа - Югры ""Центр социальной адаптации для лиц без определенного места жительства ""Альтернатива""";;;5.0;1
8602002480;"бюджетное учреждение Ханты-Мансийского автономного округа - Югры ""Геронтологический центр""";;;5.0;1
8603112809;"БУ ""НИЖНЕВАРТОВСКАЯ ОКРУЖНАЯ КЛИНИЧЕСКАЯ ДЕТСКАЯ БОЛЬНИЦА""";;да;5.0;1
9001011259;ГБУЗ МОБ;;да;5.0;1
9001011386;ГБУЗ МООД;;да;5.0;1
9002008442;ГБУЗ ПРИМОРСКАЯ ЦРБ;;да;5.0;1
9102043659;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ РЕСПУБЛИКИ КРЫМ ""ИЗДАТЕЛЬСТВО И ТИПОГРАФИЯ ""ТАВРИДА""";;;5.0;1
9102063408;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ РЕСПУБЛИКИ КРЫМ ""СИМФЕРОПОЛЬСКИЙ КОМБИНАТ ХЛЕБОПРОДУКТОВ""";;;5.0;1
9102063782;"ГБУЗ РК ""СИМФЕРОПОЛЬСКИЙ КРД № 1""";;да;5.0;1
9110086938;"ГБУЗРК ""ЕВПАТОРИЙСКИЙ РОДИЛЬНЫЙ ДОМ""";;да;5.0;1
9204022136;"ГБУЗС ""ГОРОДСКАЯ БОЛЬНИЦА № 1""";;да;5.0;1
9310000303;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ДОНЕЦКОЙ НАРОДНОЙ РЕСПУБЛИКИ ""АДМИНИСТРАЦИЯ МОРСКОГО ПОРТА ГОРОДА МАРИУПОЛЯ""";;;5.0;1
7724514910;ООО ЭТП ГПБ;;;4.0;270
7817301375;ИЗ-КАРТЭКС ИМЕНИ П.Г. КОРОБКОВА;;;4.0;228
7701924275;"ООО ""УК ""КОЛМАР""";;да;4.0;71
6663003800;ПАО МЗИК;;;4.0;62
7703813034;СТРОЙТРАНСГАЗ ТРУБОПРОВОДСТРОЙ;;;4.0;54
7707727918;УРАЛМАШ НГО ХОЛДИНГ;;;4.0;53
7728696530;ГАЗЭНЕРГОИНФОРМ;;;4.0;50
7701011412;АО Трансинжстрой;;;4.0;44
7701568891;"ООО ГРК ""Быстринское""";;;4.0;44
5501072598;"ООО ""РМЗ ""ГПН-ОНПЗ""";;;4.0;42
7713321151;АО «ОТЭКО»;;;4.0;42
7811144648;АО НПО ОБУХОВСКИЙ ЗАВОД;;;4.0;42
8911022317;"ООО ""НОВАТЭК -АЗК""";;;4.0;40
6673089388;"ООО ""ОМЗ-Спецсталь""";;;4.0;39
1434026980;"АО ХК ""Якутуголь""";;;4.0;38
7743065177;"АО ""ММЗ ""АВАНГАРД""";;;4.0;34
1607000081;"ОАО ""АЛНАС""";;;4.0;30
4707026057;НОВАТЭК-УСТЬ-ЛУГА;;;4.0;30
7805480017;"ООО ""ГАЗПРОМНЕФТЬ ШИППИНГ""";;;4.0;30
6674153011;"ООО ""УМЗ""";;;4.0;28
1215085052;"АО""ЗПП""";;да;4.0;27
7813201958;АО ЗАВОД НАВИГАТОР;;;4.0;24
9729312558;"ООО ""НОВАТЭК-СПГ ТОПЛИВО""";;;4.0;24
6025019903;Общества с ограниченной ответственностью «Завод Реостат»;;;4.0;23
7817309906;ОМЗ-ЛП;;;4.0;23
8905039538;"ООО ""ГПН-Логистика""";;;4.0;23
3017025584;ГАЗПРОМ СЕТЬ АГЗС;;;4.0;22
7810969156;АО СГТ;да;;4.0;22
4105003503;ТСГ АСАЧА;;;4.0;21
6449076937;"ООО ""МКЭ ""; ООО ""МКЭ""";;;4.0;20
2901008961;ПКП Титан;;;4.0;19
5251112051;АКВАНИКА;;;4.0;19
8904075357;"ООО ""АРКТИК СПГ 2""";;;4.0;19
4900000681;АО ПАВЛИК (ИК АРЛАН);да;;4.0;18
0323054162;"ГАУЗ ""РКБ ИМ. Н.А. СЕМАШКО""";;да;4.0;17
2367032272;"ООО ""ИНЖЕНЕРНАЯ ИНФРАСТРУКТУРА""";;;4.0;17
5401199015;АО НПО НИИИП-НЗИК;;;4.0;17
7715645176;"АО ""РИМЕРА""";;;4.0;17
7817005295;ПАО Ижорские заводы;;;4.0;17
2903003430;Архбум (Подольск);;;4.0;16
3802008546;"АО ""ПОЛЮС ВЕРНИНСКОЕ""";да;;4.0;16
7704627560;"АО ""Инвестгеосервис""";;;4.0;16
1200001885;АО ММЗ;;;4.0;15
8911019233;"ООО ""НЭУ""";;;4.0;15
3109004337;МИРАТОРГ-БЕЛГОРОД;;;4.0;14
5047051923;"АО ""МКБ ""ФАКЕЛ""";;;4.0;14
5257060988;ТехноНИКОЛЬ Дальний Восток;;;4.0;14
5260292650;УПРАВЛЕНИЕ ПО ДЕЛАМ ГО, ЧС И ПБ НИЖЕГОРОДСКОЙ ОБЛАСТИ;;;4.0;14
6663059899;ПАО ОМЗ;;;4.0;14
7022010012;"ООО ""Стрежевской НПЗ""";;;4.0;14
7725610285;"ООО ""ГАЗПРОМ НЕФТЬ ШЕЛЬФ""";;;4.0;14
9102070194;АО КРЫМТЭЦ;;;4.0;14
3900004998;"ООО ""ЛУКОЙЛ-КМН""";;;4.0;13
5260160421;ГЛАВНОЕ УПРАВЛЕНИЕ МЧС РОССИИ ПО НИЖЕГОРОДСКОЙ ОБЛАСТИ;;;4.0;13
5611055980;Руссоль;;;4.0;13
5918005160;АО ЛЗЭП;;;4.0;13
7325008100;АО КОНТАКТОР;;;4.0;13
0500000136;"ООО ""ГАЗПРОМ ТРАНСГАЗ МАХАЧКАЛА""";;;4.0;12
4205242400;"ЗАО ""Капролактам Кемерово""";;;4.0;12
4205284488;АГМ - СЕРВИС;;да;4.0;12
5008000322;"ПАО ""ДНПП""";;;4.0;12
6027013840;"ГБУЗ ПО ""ПОКОД""";;да;4.0;12
6167087320;"ООО ""РОСТГАЗ""";;;4.0;12
7712040285;"ПАО ""НПО ""АЛМАЗ""";;;4.0;12
8905052338;ЯЛПК;;;4.0;12
1646031132;"Общество с ограниченной ответственностью ""АЛАБУГА-ВОЛОКНО""";;;4.0;11
1833026870;ИРЗ;;;4.0;10
2130092180;АО ЧУВАШХЛЕБОПРОДУКТ;;;4.0;10
3015067155;ГЛАВНОЕ УПРАВЛЕНИЕ МЧС РОССИИ ПО АСТРАХАНСКОЙ ОБЛАСТИ;;;4.0;10
5223004199;"АО ""ОКСКАЯ СУДОВЕРФЬ""";;;4.0;10
5259045375;ПОЛИЭФИР;;;4.0;10
6315344937;"АО ""СТГ-СИБИРЬ""";;;4.0;10
7017126251;ГАЗПРОМНЕФТЬ-ВОСТОК;;да;4.0;10
7710473036;"ООО ""ЕВРОХИМ-ВОЛГАКАЛИЙ""";да;;4.0;10
7725262013;Государственное автономное учреждение города Москвы Инженерный научно-практический центр «Гормедтехника Департамента здр;;да;4.0;10
7725607130;"ООО ""Сервисный Центр СБМ""";да;;4.0;10
