marka;klyuch;napisaniya;forma;forma_hodovaya;vstrech;innov;tip;chem_dobyta;primer;ssylka
В-103-1;В1031;В-103-1;К-Ц-Ц;да;9;2;узел: компрессор;регулярка;Установка № 3, цех № 51, завод «Мономер» Трубопровод рег.№ 51061 «Импульсная линия прибора КИП поз.FT-3040-1 (компрессор В-103-1)»;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-46441-2015
В-101/105-3;В101/1053;В-101/105-3;К-Ц/Ц-Ц;да;9;2;компрессор;регулярка;Холодильник 1 ступени TV-1 компрессора В-101/105-3, зав. № 43640, рег. № 0118;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-37820-2014
ХЖК-600/1,5;ХЖК600/1.5;ХЖК - 600/1,5 | ХЖК-600/1,5;К-Ц/Ц,Ц;да;9;2;компрессор;провайдер+регулярка;Компрессор типа ХЖК-600/1,5 поз. Н-304/3, зав. № 19, цех № 11, корпус 1304В;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-97717-2023
VDR-100-0,55/1,2;VDR1000.55/1.2;VDR-100-0,55/1,2 | VDR100-0,55/1,2;Л-Ц-Ц,Ц/Ц,Ц;нет;9;2;воздуходувка;регулярка;"Технические устройства: Воздуходувка центробежная VDR-100-0,55/1,2, зав.No1004А1/4, техн. No4У151К01А (включая 2 маслонасоса);Воздуходувка центробежная VDR-100-0,55/1,2, зав. No1004А1/3, техн. No4У151";https://monitor-pb.ru/conclusion/30-%D0%A2%D0%A3-890271-2026
ТВ-500-1,08;ТВ5001.08;ТВ-500-1,08;К-Ц-Ц,Ц;да;9;2;воздуходувка;регулярка;ЗАКЛЮЧЕНИЕ № 5012/03-24 ЭКСПЕРТИЗЫ ПРОМЫШЛЕННОЙ БЕЗОПАСНОСТИ на техническое устройство Воздуходувка марки ТВ-500-1,08, поз. В-1-2, зав. № 59 применяемое на опасном производственном объекте «Площадка п;https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-36628-2024
ВШВ-2,3/230М;ВШВ2.3/230М;ВШВ-2,3/230М;К-Ц,Ц/ЦК;да;9;2;компрессор;регулярка;ЗАКЛЮЧЕНИЕ ЭКСПЕРТИЗЫ ПРОМЫШЛЕННОЙ БЕЗОПАСНОСТИ на техническое устройство: компрессор поршневой марки ВШВ-2,3/230М, заводской № 980725, станционный № 5 филиала АО «Татэнерго» - Заинская ГРЭС;https://monitor-pb.ru/conclusion/16-%D0%A2%D0%A3-46368-2025
ВХ-350/2,6 БР;ВХ350/2.6БР;ВХ-350/2,6 БР;К-Ц/Ц,Ц К;да;8;2;компрессор;регулярка;техническое устройство, применяемое на опасном производственном объекте Компрессор винтовой холодильный ВХ-350/2,6 БР, заводской № 74121, эксплуатируемый ОАО «Хладокомбинат «Заречный» на опасном произ;https://monitor-pb.ru/conclusion/40-%D0%A2%D0%A3-01142-2019
3,5 РВ.000;3.5РВ.000;3,5 РВ.000 | 3,5РВ.000;Ц,Ц К.Ц;нет;8;2;ресивер;провайдер+регулярка;техническое устройство - Ресивер линейный 3,5 РВ.000 тех. № РЛ-5, зав. № 18454, рег. № 21853, эксплуатируемый в составе опасного производственного объекта: «Площадка установки депарафинизации масел 39;https://monitor-pb.ru/conclusion/61-%D0%A2%D0%A3-32340-2022
ВП2-10/9М;ВП210/9М;ВП2-10/9М;КЦ-Ц/ЦК;нет;8;2;компрессор;регулярка;компрессор воздушный ВП2-10/9М зав. №1945, инв. №Я-6/495, применяемый ПАО «ОДК-Кузнецов» на опасном производственном объекте «Площадка компрессорной станции» (рег. № А53-00756-0037, III класс опасност;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-39041-2022
95-81-1;95811;95-81-1;Ц-Ц-Ц;да;8;2;воздуходувка;провайдер+регулярка;Байпасный холодильник нагнетателя 95-81-1 поз. 427, рег. № б/н;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-52631-2022
В-103-3;В1033;В-103-3;К-Ц-Ц;да;8;2;узел: компрессор;регулярка;Установка № 3, цех № 51, завод «Мономер» Трубопровод рег.№ 51063 «Импульсная линия прибора КИП поз.FT-3040-3 (компрессор В-103-3)»;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-46462-2015
КВД-1;КВД1;КВД-1;К-Ц;да;8;2;узел: компрессор;регулярка;Газовый холодильник I ступени компрессора КВД-1, поз. 3/4.4, Мономер, ц.23, уст.3;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-03368-2015
ИП-3-4-5;ИП345;ИП-3-4-5;К-Ц-Ц-Ц;да;8;2;ресивер;регулярка;Ресивер жидкости поз.11, зав.№ 12226, рег.№ 0845х, цех ИП-3-4-5, отделение № 3, ОАО «Синтез-Каучук»;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-18157-2021
Н-300-1,23;Н3001.23;Н-300-1,23 | Н-300-1.23;К-Ц-Ц,Ц;да;8;2;воздуходувка;регулярка;ЗАКЛЮЧЕНИЕ ЭКСПЕРТИЗЫ ПРОМЫШЛЕННОЙ БЕЗОПАСНОСТИ NoДП-2025-007.1616 на техническое устройство «Газоперекачивающий агрегат ГТ-6-750», зав. No24830, «Центробежный нагнетатель Н-300-1,23», зав. No24624, и;https://monitor-pb.ru/conclusion/25-%D0%A2%D0%A3-24470-2025
32ВЦ-100/9М1;32ВЦ100/9М1;32ВЦ-100/9 М1 | 32ВЦ-100/9М1;ЦК-Ц/ЦКЦ;да;8;2;компрессор;регулярка;Центробежный компрессор 32ВЦ-100/9М1, тех.№ К-2 Топливное производство, установка ЦВК-2;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-07791-2015
В-4 УХЛ1;В4УХЛ1;В-4 УХЛ1;К-Ц КЦ;да;7;2;ресивер;провайдер+регулярка;Воздухосборник В-4 УХЛ1 зав.№552 рег.№8454 «СГ»;https://monitor-pb.ru/conclusion/86-%D0%A2%D0%A3-867342-2026
ВП-20/8 УХ;ВП20/8УХ;ВП-20/8 УХ;К-Ц/Ц К;да;7;2;компрессор;регулярка;"""Компрессор 103 ВП-20/8 УХЛ4, зав. № 1283, Компрессор 2ВМ4-27/9М2 УХЛ4, зав. № 92207, Компрессор 103 ВП-20/8 УХЛ4, зав. № 9332, Компрессор 103 ВП-20/8 У4, зав. № 5143, Компрессор ВК- 25ЭА, зав. № 1080";https://monitor-pb.ru/conclusion/04-%D0%A2%D0%A3-06005-2014
2ГУ 0,5-1,8/11-16С;2ГУ0.51.8/1116С;2ГУ 0,5-1,8/11-16С;ЦК Ц,Ц-Ц,Ц/Ц-ЦК;нет;7;2;компрессор;регулярка;по результатам технического диагностирования установки компрессорной 2ГУ 0,5-1,8/11-16С тех. № К2, насосно-компрессорного отделения Миллеровской базы, сжиженного газа – филиала ОАО «СГ-трейдинг»;https://monitor-pb.ru/conclusion/29-%D0%A2%D0%A3-13985-2015
SAB 163BF;SAB163BF;SAB 163BF | SAB-163 BF;Л ЦЛ;да;7;2;компрессор;регулярка;Аммиачный винтовой компрессор SAB 163BF, зав. № 100.144, поз. 6;https://monitor-pb.ru/conclusion/01-%D0%A2%D0%A3-01268-2016
2ГП-4/5;2ГП4/5;2ГП-4/5;ЦК-Ц/Ц;да;7;2;компрессор;регулярка;«Компрессор поршневой 2ГП-4/5, зав.№140, поз.В-2», применяемый на опасном производственном объекте «Площадка компрессорной станции Салаватской, магистрального продуктопровода (этилен) «Нижнекамск-Сала;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-08455-2019
НЦ-230/3-3,5;НЦ230/33.5;НЦ 230/3-3,5 | НЦ-230/3-3,5;К-Ц/Ц-Ц,Ц;да;7;2;воздуходувка;регулярка;Нагнетатель НЦ-230/3-3,5, поз. 404;https://monitor-pb.ru/conclusion/47-%D0%A2%D0%A3-25994-2025
УК-2;УК2;УК-2;К-Ц;да;7;2;узел: компрессор;регулярка;влагомаслоотделитель 2-ой ступени компрессора УК-2 поз. ВМО-2-2, зав. № 04001-10;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-53670-2023
ЦТК 275/9;ЦТК275/9;ЦТК 275/9;К Ц/Ц;да;7;2;компрессор;регулярка;Компрессор центробежный воздушный ЦТК 275/9, зав.№ 24 опасного производственного объекта «Площадка установки получения кислорода, Иркутская область, г. Усть-Илимск» рег. №А19-07153-0095, III класс опа;https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-14889-2023
GA30;GA30;GA 30 | GA-30 | GA30;ЛЦ;да;7;2;компрессор;регулярка;"на техническое устройство, применяемое на опасном производственном объекте: Компрессор воздушный Atlas Copco GA30+AP-10 зав.№ API592690, принадлежащий Нижневартовскому филиалу ООО ""РН-Бурение""";https://monitor-pb.ru/conclusion/86-%D0%A2%D0%A3-922612-2026
КВД-8;КВД8;КВД-8;К-Ц;да;7;2;узел: компрессор;регулярка;Газовый холодильник I ступени компрессора КВД-8, поз. 3/4.4, уст.3, ц.23, з-д «Мономер»;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-07735-2016
КВД-3;КВД3;КВД-3;К-Ц;да;7;2;узел: компрессор;регулярка;Газовый холодильник I ступени компрессора КВД-3, поз. 3/4.4, уст.3, ц.23, з-д «Мономер»;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-01572-2016
В-103-2;В1032;В-103-2;К-Ц-Ц;да;7;2;узел: компрессор;регулярка;Установка № 3, цех № 51, завод «Мономер» Трубопровод рег.№ 51062 «Импульсная линия прибора КИП поз.FT-3040-2 (компрессор В-103-2)»;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-46459-2015
И-3;И3;И-3;К-Ц;да;7;2;ресивер;регулярка;Ресивер поз. 323, зав. № 648, рег. № 0844х, цех И-3;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-85695-2022
305ГП20/18;305ГП20/18;305ГП 20/18 | 305ГП-20/18 | 305ГП20/18;ЦКЦ/Ц;да;7;2;компрессор;провайдер+регулярка;поршневой компрессор марки 305ГП20/18, поз. ПК-6, зав. №118413 (об.645, установка КиФГ, цех №8, НПЗ, ООО «Газпром нефтехим Салават»);https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-65554-2023
К-350-62-1;К350621;К-350-62-1 | К350-62-1;К-Ц-Ц-Ц;да;7;2;компрессор;регулярка;Компрессор типа К-350-62-1 поз. 2/11, зав. № 3046, цех № 30, корпус 1901;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-89278-2024
Н-280-12-7;Н280127;Н-280-12-7;К-Ц-Ц-Ц;да;7;2;воздуходувка;регулярка;рег. № А25-00261-0639. Класс опасности ОПО II. корпус и ротор центробежного нагнетателя Н-280-12-7, зав. № 51, ст. № 21, инв. № 126698;https://monitor-pb.ru/conclusion/19-%D0%A2%D0%A3-12728-2020
Sullair 24 KT;SULLAIR24KT;Sullair 24 KT;Л Ц Л;да;7;2;компрессор;провайдер+регулярка;"компрессор воздушный Sullair 24 KT зав. № н/д, техн.№С-201 В, установленный в помещении воздушной компрессорной ЦДНС, КЦДНГ-6, ООО ""ЛУКОЙЛ-Коми"" ТПП ""ЛУКОЙЛ-Усинскнефтегаз""";https://monitor-pb.ru/conclusion/25-%D0%A2%D0%A3-05930-2018
